uniform CR, uniform SR, ucb CR, ucb SR, epsilon CR, epsilon SR
56.8,0.0,36.8,0.0,35.68,0.0,
56.8,0.0,37.12,0.0,36.0,0.0,
57.6,0.0,37.6,0.0,36.16,0.0,
58.4,0.0,37.92,0.0,36.64,0.0,
59.2,0.0,38.56,0.0,37.12,0.0,
60.0,0.0,39.36,0.0,37.44,0.0,
60.8,0.0,40.16,0.0,37.6,0.0,
61.6,0.0,40.8,0.0,38.08,0.0,
62.4,0.0,41.28,0.0,38.88,0.0,
63.2,0.0,41.6,0.0,39.36,0.0,
64.0,0.0,41.92,0.0,39.36,0.0,
64.0,0.0,42.08,0.0,39.68,0.0,
64.8,0.0,42.4,0.0,40.32,0.0,
65.6,0.0,42.56,0.0,40.8,0.0,
66.4,0.0,42.72,0.0,40.8,0.0,
67.2,0.0,42.88,0.0,41.28,0.0,
68.0,0.0,43.04,0.0,41.6,0.0,
68.8,0.0,43.52,0.0,42.4,0.0,
69.6,0.0,44.0,0.0,42.88,0.0,
70.4,0.0,44.16,0.0,43.52,0.0,
71.2,0.0,44.16,0.0,44.0,0.0,
71.2,0.0,44.16,0.0,44.16,0.0,
72.0,0.0,44.32,0.0,44.8,0.0,
72.8,0.0,44.8,0.0,45.12,0.0,
73.6,0.0,45.44,0.0,45.44,0.0,
74.4,0.0,45.92,0.0,45.44,0.0,
75.2,0.0,46.24,0.0,45.76,0.0,
76.0,0.0,46.72,0.0,46.24,0.0,
76.8,0.0,47.2,0.0,46.88,0.0,
77.6,0.0,47.68,0.0,47.2,0.0,
78.4,0.0,48.0,0.0,47.36,0.0,
78.4,0.0,48.48,0.0,47.84,0.0,
79.2,0.0,48.8,0.0,48.48,0.0,
80.0,0.0,49.28,0.0,49.12,0.0,
80.8,0.0,49.44,0.0,49.28,0.0,
81.6,0.0,49.44,0.0,49.76,0.0,
82.4,0.0,49.76,0.0,50.24,0.0,
83.2,0.0,50.08,0.0,50.88,0.0,
84.0,0.0,50.4,0.0,51.36,0.0,
84.8,0.0,50.4,0.0,51.68,0.0,
85.6,0.0,50.4,0.0,52.0,0.0,
85.6,0.0,50.4,0.0,52.0,0.0,
86.4,0.0,50.4,0.0,52.48,0.0,
87.2,0.0,50.4,0.0,52.96,0.0,
88.0,0.0,50.56,0.0,53.44,0.0,
88.8,0.0,50.56,0.0,54.24,0.0,
89.6,0.0,50.56,0.0,54.24,0.0,
90.4,0.0,50.56,0.0,54.88,0.0,
91.2,0.0,50.56,0.0,55.2,0.0,
92.0,0.0,50.56,0.0,55.2,0.0,
92.8,0.0,50.88,0.0,55.84,0.0,
92.8,0.0,51.36,0.0,56.16,0.0,
93.6,0.0,51.84,0.0,56.48,0.0,
94.4,0.0,52.0,0.0,57.12,0.0,
95.2,0.0,52.16,0.0,57.44,0.0,
96.0,0.0,52.48,0.0,57.6,0.0,
96.8,0.0,52.8,0.0,58.24,0.0,
97.6,0.0,52.96,0.0,58.72,0.0,
98.4,0.0,53.28,0.0,59.36,0.0,
99.2,0.0,53.92,0.0,59.68,0.0,
100.0,0.0,54.56,0.0,60.16,0.0,
100.0,0.0,55.2,0.0,60.32,0.0,
100.8,0.0,55.68,0.0,61.12,0.0,
101.6,0.0,56.32,0.0,61.6,0.0,
102.4,0.0,56.8,0.0,62.08,0.0,
103.2,0.0,56.96,0.0,62.56,0.0,
104.0,0.0,57.12,0.0,63.04,0.0,
104.8,0.0,57.12,0.0,63.84,0.0,
105.6,0.0,57.12,0.0,64.16,0.0,
106.4,0.0,57.12,0.0,64.48,0.0,
107.2,0.0,57.12,0.0,64.96,0.0,
107.2,0.0,57.12,0.0,65.44,0.0,
108.0,0.0,57.12,0.0,65.76,0.0,
108.8,0.0,57.28,0.0,65.92,0.0,
109.6,0.0,57.44,0.0,66.24,0.0,
110.4,0.0,57.6,0.0,66.4,0.0,
111.2,0.0,57.6,0.0,66.72,0.0,
112.0,0.0,57.6,0.0,67.2,0.0,
112.8,0.0,57.6,0.0,67.84,0.0,
113.6,0.0,57.6,0.0,68.0,0.0,
114.4,0.0,57.6,0.0,68.64,0.0,
114.4,0.0,57.76,0.0,69.12,0.0,
115.2,0.0,57.76,0.0,69.44,0.0,
116.0,0.0,57.76,0.0,69.92,0.0,
116.8,0.0,57.92,0.0,70.4,0.0,
117.6,0.0,58.08,0.0,70.88,0.0,
118.4,0.0,58.4,0.0,71.2,0.0,
119.2,0.0,58.56,0.0,71.68,0.0,
120.0,0.0,59.04,0.0,72.0,0.0,
120.8,0.0,59.52,0.0,72.48,0.0,
121.6,0.0,59.84,0.0,72.8,0.0,
121.6,0.0,60.0,0.0,73.12,0.0,
122.4,0.0,60.16,0.0,73.44,0.0,
123.2,0.0,60.8,0.0,74.08,0.0,
124.0,0.0,61.28,0.0,74.72,0.0,
124.8,0.0,61.76,0.0,74.88,0.0,
125.6,0.0,62.08,0.0,75.36,0.0,
126.4,0.0,62.24,0.0,75.52,0.0,
127.2,0.0,62.24,0.0,75.68,0.0,
128.0,0.0,62.24,0.0,76.16,0.0,
128.8,0.0,62.4,0.0,76.32,0.0,
128.8,0.0,62.56,0.0,76.8,0.0,
129.6,0.0,62.72,0.0,77.28,0.0,
130.4,0.0,63.04,0.0,77.92,0.0,
131.2,0.0,63.36,0.0,78.24,0.0,
132.0,0.0,63.84,0.0,78.56,0.0,
132.8,0.0,64.16,0.0,78.72,0.0,
133.6,0.0,64.32,0.0,78.88,0.0,
134.4,0.0,64.48,0.0,79.36,0.0,
135.2,0.0,64.64,0.0,79.52,0.0,
136.0,0.0,64.64,0.0,79.68,0.0,
136.0,0.0,64.64,0.0,79.84,0.0,
136.8,0.0,64.64,0.0,80.0,0.0,
137.6,0.0,64.64,0.0,80.48,0.0,
138.4,0.0,64.64,0.0,80.96,0.0,
139.2,0.0,64.8,0.0,81.44,0.0,
140.0,0.0,64.8,0.0,81.6,0.0,
140.8,0.0,64.8,0.0,82.24,0.0,
141.6,0.0,64.96,0.0,82.88,0.0,
142.4,0.0,64.96,0.0,83.2,0.0,
143.2,0.0,65.12,0.0,83.52,0.0,
143.2,0.0,65.12,0.0,84.32,0.0,
144.0,0.0,65.28,0.0,84.8,0.0,
144.8,0.0,65.44,0.0,85.44,0.0,
145.6,0.0,65.76,0.0,86.24,0.0,
146.4,0.0,66.08,0.0,86.88,0.0,
147.2,0.0,66.08,0.0,87.36,0.0,
148.0,0.0,66.08,0.0,87.84,0.0,
148.8,0.0,66.08,0.0,88.16,0.0,
149.6,0.0,66.24,0.0,88.32,0.0,
150.4,0.0,66.4,0.0,88.48,0.0,
150.4,0.0,66.72,0.0,88.96,0.0,
151.2,0.0,67.04,0.0,89.6,0.0,
152.0,0.0,67.2,0.0,90.08,0.0,
152.8,0.0,67.36,0.0,90.56,0.0,
153.6,0.0,67.68,0.0,90.72,0.0,
154.4,0.0,67.84,0.0,91.04,0.0,
155.2,0.0,68.16,0.0,91.36,0.0,
156.0,0.0,68.48,0.0,91.52,0.0,
156.8,0.0,68.96,0.0,92.0,0.0,
157.6,0.0,69.28,0.0,92.32,0.0,
157.6,0.0,69.44,0.0,92.8,0.0,
158.4,0.0,69.6,0.0,93.28,0.0,
159.2,0.0,69.76,0.0,93.28,0.0,
160.0,0.0,69.76,0.0,93.92,0.0,
160.8,0.0,69.76,0.0,94.56,0.0,
161.6,0.0,69.76,0.0,95.04,0.0,
162.4,0.0,69.76,0.0,95.68,0.0,
163.2,0.0,69.92,0.0,96.16,0.0,
164.0,0.0,70.08,0.0,96.48,0.0,
164.8,0.0,70.24,0.0,96.96,0.0,
164.8,0.0,70.24,0.0,97.44,0.0,
165.6,0.0,70.24,0.0,98.24,0.0,
166.4,0.0,70.4,0.0,98.56,0.0,
167.2,0.0,70.72,0.0,99.04,0.0,
168.0,0.0,71.04,0.0,99.36,0.0,
168.8,0.0,71.36,0.0,99.68,0.0,
169.6,0.0,71.52,0.0,100.16,0.0,
170.4,0.0,71.68,0.0,100.8,0.0,
171.2,0.0,71.84,0.0,101.28,0.0,
172.0,0.0,71.84,0.0,101.76,0.0,
172.0,0.0,71.84,0.0,102.24,0.0,
172.8,0.0,71.84,0.0,102.56,0.0,
173.6,0.0,72.0,0.0,102.88,0.0,
174.4,0.0,72.16,0.0,103.2,0.0,
175.2,0.0,72.16,0.0,103.52,0.0,
176.0,0.0,72.16,0.0,104.0,0.0,
176.8,0.0,72.16,0.0,104.32,0.0,
177.6,0.0,72.16,0.0,104.8,0.0,
178.4,0.0,72.16,0.0,105.28,0.0,
179.2,0.0,72.16,0.0,105.92,0.0,
179.2,0.0,72.32,0.0,106.24,0.0,
180.0,0.0,72.32,0.0,106.88,0.0,
180.8,0.0,72.32,0.0,106.88,0.0,
181.6,0.0,72.32,0.0,107.36,0.0,
182.4,0.0,72.32,0.0,107.84,0.0,
183.2,0.0,72.32,0.0,108.0,0.0,
184.0,0.0,72.64,0.0,108.32,0.0,
184.8,0.0,72.8,0.0,108.64,0.0,
185.6,0.0,73.28,0.0,109.12,0.0,
186.4,0.0,73.44,0.0,109.28,0.0,
186.4,0.0,73.44,0.0,109.76,0.0,
187.2,0.0,73.44,0.0,109.92,0.0,
188.0,0.0,73.44,0.0,110.4,0.0,
188.8,0.0,73.44,0.0,110.72,0.0,
189.6,0.0,73.6,0.0,110.88,0.0,
190.4,0.0,73.76,0.0,111.36,0.0,
191.2,0.0,74.08,0.0,111.52,0.0,
192.0,0.0,74.24,0.0,111.68,0.0,
192.8,0.0,74.4,0.0,112.16,0.0,
193.6,0.0,74.4,0.0,112.64,0.0,
193.6,0.0,74.56,0.0,112.96,0.0,
194.4,0.0,74.72,0.0,113.44,0.0,
195.2,0.0,74.88,0.0,113.6,0.0,
196.0,0.0,75.04,0.0,113.76,0.0,
196.8,0.0,75.36,0.0,114.4,0.0,
197.6,0.0,76.0,0.0,114.88,0.0,
198.4,0.0,76.32,0.0,115.68,0.0,
199.2,0.0,76.48,0.0,116.0,0.0,
200.0,0.0,76.64,0.0,116.48,0.0,
200.8,0.0,76.96,0.0,116.8,0.0,
200.8,0.0,77.12,0.0,116.8,0.0,
201.6,0.0,77.12,0.0,117.12,0.0,
202.4,0.0,77.12,0.0,117.28,0.0,
203.2,0.0,77.12,0.0,117.6,0.0,
204.0,0.0,77.28,0.0,118.08,0.0,
204.8,0.0,77.44,0.0,118.4,0.0,
205.6,0.0,77.6,0.0,118.72,0.0,
206.4,0.0,77.6,0.0,119.2,0.0,
207.2,0.0,77.6,0.0,119.52,0.0,
208.0,0.0,77.6,0.0,119.84,0.0,
208.0,0.0,77.76,0.0,120.16,0.0,
208.8,0.0,77.92,0.0,120.32,0.0,
209.6,0.0,78.24,0.0,120.64,0.0,
210.4,0.0,78.4,0.0,120.96,0.0,
211.2,0.0,78.56,0.0,121.44,0.0,
212.0,0.0,78.72,0.0,121.92,0.0,
212.8,0.0,78.88,0.0,122.4,0.0,
213.6,0.0,78.88,0.0,122.88,0.0,
214.4,0.0,79.04,0.0,123.36,0.0,
215.2,0.0,79.2,0.0,123.68,0.0,
215.2,0.0,79.2,0.0,124.0,0.0,
216.0,0.0,79.2,0.0,124.48,0.0,
216.8,0.0,79.36,0.0,124.8,0.0,
217.6,0.0,79.52,0.0,125.28,0.0,
218.4,0.0,79.52,0.0,125.6,0.0,
219.2,0.0,79.52,0.0,125.92,0.0,
220.0,0.0,79.68,0.0,126.56,0.0,
220.8,0.0,79.84,0.0,126.88,0.0,
221.6,0.0,80.16,0.0,127.2,0.0,
222.4,0.0,80.48,0.0,127.68,0.0,
222.4,0.0,80.64,0.0,128.0,0.0,
223.2,0.0,80.8,0.0,128.32,0.0,
224.0,0.0,80.96,0.0,129.12,0.0,
224.8,0.0,81.28,0.0,129.12,0.0,
225.6,0.0,81.44,0.0,129.44,0.0,
226.4,0.0,81.76,0.0,130.08,0.0,
227.2,0.0,81.92,0.0,130.72,0.0,
228.0,0.0,82.08,0.0,131.2,0.0,
228.8,0.0,82.24,0.0,131.52,0.0,
229.6,0.0,82.24,0.0,132.0,0.0,
229.6,0.0,82.24,0.0,132.48,0.0,
230.4,0.0,82.24,0.0,132.48,0.0,
231.2,0.0,82.24,0.0,132.8,0.0,
232.0,0.0,82.24,0.0,133.28,0.0,
232.8,0.0,82.24,0.0,133.6,0.0,
233.6,0.0,82.24,0.0,134.08,0.0,
234.4,0.0,82.24,0.0,134.24,0.0,
235.2,0.0,82.24,0.0,134.24,0.0,
236.0,0.0,82.24,0.0,134.56,0.0,
236.8,0.0,82.4,0.0,135.04,0.0,
236.8,0.0,82.72,0.0,135.52,0.0,
237.6,0.0,82.88,0.0,135.68,0.0,
238.4,0.0,82.88,0.0,136.16,0.0,
239.2,0.0,82.88,0.0,136.48,0.0,
240.0,0.0,82.88,0.0,136.8,0.0,
240.8,0.0,83.04,0.0,137.12,0.0,
241.6,0.0,83.04,0.0,137.44,0.0,
242.4,0.0,83.04,0.0,137.76,0.0,
243.2,0.0,83.36,0.0,137.92,0.0,
244.0,0.0,83.68,0.0,138.4,0.0,
244.0,0.0,83.84,0.0,138.88,0.0,
244.8,0.0,83.84,0.0,139.36,0.0,
245.6,0.0,83.84,0.0,139.68,0.0,
246.4,0.0,83.84,0.0,139.84,0.0,
247.2,0.0,83.84,0.0,140.16,0.0,
248.0,0.0,83.84,0.0,140.64,0.0,
248.8,0.0,83.84,0.0,140.8,0.0,
249.6,0.0,83.84,0.0,141.28,0.0,
250.4,0.0,84.0,0.0,141.92,0.0,
251.2,0.0,84.16,0.0,142.08,0.0,
251.2,0.0,84.32,0.0,142.24,0.0,
252.0,0.0,84.48,0.0,142.56,0.0,
252.8,0.0,84.64,0.0,143.2,0.0,
253.6,0.0,84.64,0.0,143.84,0.0,
254.4,0.0,84.64,0.0,144.48,0.0,
255.2,0.0,84.8,0.0,145.28,0.0,
256.0,0.0,84.96,0.0,145.76,0.0,
256.8,0.0,84.96,0.0,146.4,0.0,
257.6,0.0,84.96,0.0,146.72,0.0,
258.4,0.0,84.96,0.0,147.2,0.0,
258.4,0.0,84.96,0.0,147.68,0.0,
259.2,0.0,85.12,0.0,148.16,0.0,
260.0,0.0,85.28,0.0,148.48,0.0,
260.8,0.0,85.28,0.0,148.8,0.0,
261.6,0.0,85.28,0.0,149.28,0.0,
262.4,0.0,85.28,0.0,149.76,0.0,
263.2,0.0,85.44,0.0,150.08,0.0,
264.0,0.0,85.44,0.0,150.88,0.0,
264.8,0.0,85.44,0.0,151.36,0.0,
265.6,0.0,85.44,0.0,152.0,0.0,
265.6,0.0,85.44,0.0,152.32,0.0,
266.4,0.0,85.6,0.0,152.64,0.0,
267.2,0.0,85.92,0.0,153.12,0.0,
268.0,0.0,86.24,0.0,153.44,0.0,
268.8,0.0,86.56,0.0,153.92,0.0,
269.6,0.0,86.72,0.0,153.92,0.0,
270.4,0.0,86.72,0.0,154.4,0.0,
271.2,0.0,86.72,0.0,154.88,0.0,
272.0,0.0,86.72,0.0,155.2,0.0,
272.8,0.0,86.72,0.0,155.52,0.0,
272.8,0.0,86.72,0.0,155.84,0.0,
273.6,0.0,86.88,0.0,156.48,0.0,
274.4,0.0,86.88,0.0,156.8,0.0,
275.2,0.0,87.2,0.0,157.12,0.0,
276.0,0.0,87.52,0.0,157.76,0.0,
276.8,0.0,87.52,0.0,158.4,0.0,
277.6,0.0,87.52,0.0,158.88,0.0,
278.4,0.0,87.52,0.0,159.2,0.0,
279.2,0.0,87.52,0.0,159.36,0.0,
280.0,0.0,87.68,0.0,159.68,0.0,
280.0,0.0,87.84,0.0,160.32,0.0,
280.8,0.0,88.0,0.0,160.64,0.0,
281.6,0.0,88.16,0.0,160.96,0.0,
282.4,0.0,88.16,0.0,161.76,0.0,
283.2,0.0,88.16,0.0,161.92,0.0,
284.0,0.0,88.32,0.0,162.08,0.0,
284.8,0.0,88.32,0.0,162.56,0.0,
285.6,0.0,88.32,0.0,162.56,0.0,
286.4,0.0,88.32,0.0,163.04,0.0,
287.2,0.0,88.32,0.0,163.52,0.0,
287.2,0.0,88.32,0.0,163.68,0.0,
288.0,0.0,88.32,0.0,164.0,0.0,
288.8,0.0,88.32,0.0,164.64,0.0,
289.6,0.0,88.32,0.0,164.96,0.0,
290.4,0.0,88.48,0.0,165.76,0.0,
291.2,0.0,88.64,0.0,166.08,0.0,
292.0,0.0,88.64,0.0,166.24,0.0,
292.8,0.0,88.8,0.0,166.88,0.0,
293.6,0.0,89.44,0.0,167.36,0.0,
294.4,0.0,89.92,0.0,168.0,0.0,
294.4,0.0,90.4,0.0,168.16,0.0,
295.2,0.0,90.72,0.0,168.64,0.0,
296.0,0.0,90.72,0.0,168.96,0.0,
296.8,0.0,90.72,0.0,169.44,0.0,
297.6,0.0,90.72,0.0,169.76,0.0,
298.4,0.0,90.72,0.0,170.08,0.0,
299.2,0.0,90.72,0.0,170.24,0.0,
300.0,0.0,90.72,0.0,171.04,0.0,
300.8,0.0,90.88,0.0,171.36,0.0,
301.6,0.0,91.04,0.0,171.36,0.0,
301.6,0.0,91.2,0.0,172.0,0.0,
302.4,0.0,91.2,0.0,172.32,0.0,
303.2,0.0,91.2,0.0,172.64,0.0,
304.0,0.0,91.2,0.0,173.28,0.0,
304.8,0.0,91.2,0.0,174.08,0.0,
305.6,0.0,91.2,0.0,174.56,0.0,
306.4,0.0,91.2,0.0,175.04,0.0,
307.2,0.0,91.2,0.0,175.68,0.0,
308.0,0.0,91.2,0.0,176.32,0.0,
308.8,0.0,91.2,0.0,176.96,0.0,
308.8,0.0,91.36,0.0,177.6,0.0,
309.6,0.0,91.36,0.0,177.92,0.0,
310.4,0.0,91.36,0.0,178.24,0.0,
311.2,0.0,91.36,0.0,178.88,0.0,
312.0,0.0,91.36,0.0,179.52,0.0,
312.8,0.0,91.52,0.0,180.16,0.0,
313.6,0.0,91.68,0.0,180.48,0.0,
314.4,0.0,91.68,0.0,181.12,0.0,
315.2,0.0,91.68,0.0,181.44,0.0,
316.0,0.0,91.68,0.0,181.6,0.0,
316.0,0.0,91.68,0.0,182.4,0.0,
316.8,0.0,91.68,0.0,182.56,0.0,
317.6,0.0,91.68,0.0,183.04,0.0,
318.4,0.0,91.68,0.0,183.36,0.0,
319.2,0.0,91.84,0.0,183.68,0.0,
320.0,0.0,92.16,0.0,184.32,0.0,
320.8,0.0,92.48,0.0,184.96,0.0,
321.6,0.0,92.48,0.0,185.12,0.0,
322.4,0.0,92.48,0.0,185.12,0.0,
323.2,0.0,92.48,0.0,185.44,0.0,
323.2,0.0,92.48,0.0,185.76,0.0,
324.0,0.0,92.48,0.0,186.24,0.0,
324.8,0.0,92.48,0.0,186.72,0.0,
325.6,0.0,92.48,0.0,187.52,0.0,
326.4,0.0,92.48,0.0,187.84,0.0,
327.2,0.0,92.48,0.0,188.32,0.0,
328.0,0.0,92.48,0.0,188.64,0.0,
328.8,0.0,92.48,0.0,188.8,0.0,
329.6,0.0,92.48,0.0,189.12,0.0,
330.4,0.0,92.48,0.0,189.76,0.0,
330.4,0.0,92.48,0.0,190.56,0.0,
331.2,0.0,92.48,0.0,190.72,0.0,
332.0,0.0,92.48,0.0,191.36,0.0,
332.8,0.0,92.48,0.0,191.84,0.0,
333.6,0.0,92.64,0.0,192.16,0.0,
334.4,0.0,92.8,0.0,192.64,0.0,
335.2,0.0,92.96,0.0,193.12,0.0,
336.0,0.0,92.96,0.0,193.44,0.0,
336.8,0.0,93.12,0.0,193.76,0.0,
337.6,0.0,93.44,0.0,194.08,0.0,
337.6,0.0,93.44,0.0,194.4,0.0,
338.4,0.0,93.44,0.0,194.56,0.0,
339.2,0.0,93.44,0.0,194.88,0.0,
340.0,0.0,93.44,0.0,195.52,0.0,
340.8,0.0,93.6,0.0,195.68,0.0,
341.6,0.0,93.76,0.0,196.16,0.0,
342.4,0.0,93.76,0.0,196.48,0.0,
343.2,0.0,93.76,0.0,196.64,0.0,
344.0,0.0,93.76,0.0,197.28,0.0,
344.8,0.0,93.76,0.0,197.76,0.0,
344.8,0.0,93.76,0.0,198.24,0.0,
345.6,0.0,93.76,0.0,198.56,0.0,
346.4,0.0,93.76,0.0,198.88,0.0,
347.2,0.0,93.76,0.0,199.36,0.0,
348.0,0.0,94.08,0.0,199.52,0.0,
348.8,0.0,94.4,0.0,200.0,0.0,
349.6,0.0,94.56,0.0,200.48,0.0,
350.4,0.0,94.72,0.0,200.96,0.0,
351.2,0.0,94.88,0.0,201.44,0.0,
352.0,0.0,94.88,0.0,201.76,0.0,
352.0,0.0,94.88,0.0,201.92,0.0,
352.8,0.0,95.04,0.0,202.08,0.0,
353.6,0.0,95.2,0.0,202.4,0.0,
354.4,0.0,95.36,0.0,202.72,0.0,
355.2,0.0,95.36,0.0,203.04,0.0,
356.0,0.0,95.36,0.0,203.52,0.0,
356.8,0.0,95.52,0.0,203.68,0.0,
357.6,0.0,95.84,0.0,204.0,0.0,
358.4,0.0,96.32,0.0,204.64,0.0,
359.2,0.0,96.8,0.0,204.96,0.0,
359.2,0.0,97.12,0.0,205.28,0.0,
360.0,0.0,97.12,0.0,205.6,0.0,
360.8,0.0,97.12,0.0,206.24,0.0,
361.6,0.0,97.12,0.0,206.56,0.0,
362.4,0.0,97.12,0.0,207.2,0.0,
363.2,0.0,97.12,0.0,207.68,0.0,
364.0,0.0,97.12,0.0,208.32,0.0,
364.8,0.0,97.12,0.0,208.64,0.0,
365.6,0.0,97.12,0.0,208.96,0.0,
366.4,0.0,97.12,0.0,209.12,0.0,
366.4,0.0,97.28,0.0,209.44,0.0,
367.2,0.0,97.44,0.0,209.92,0.0,
368.0,0.0,97.6,0.0,210.4,0.0,
368.8,0.0,97.76,0.0,210.56,0.0,
369.6,0.0,97.76,0.0,210.88,0.0,
370.4,0.0,97.76,0.0,211.2,0.0,
371.2,0.0,97.76,0.0,212.0,0.0,
372.0,0.0,97.76,0.0,212.32,0.0,
372.8,0.0,97.76,0.0,212.48,0.0,
373.6,0.0,97.76,0.0,212.96,0.0,
373.6,0.0,97.76,0.0,213.12,0.0,
374.4,0.0,98.08,0.0,213.6,0.0,
375.2,0.0,98.4,0.0,214.08,0.0,
376.0,0.0,98.56,0.0,214.4,0.0,
376.8,0.0,98.72,0.0,214.56,0.0,
377.6,0.0,98.88,0.0,214.88,0.0,
378.4,0.0,98.88,0.0,215.36,0.0,
379.2,0.0,98.88,0.0,215.68,0.0,
380.0,0.0,98.88,0.0,215.68,0.0,
380.8,0.0,98.88,0.0,216.16,0.0,
380.8,0.0,98.88,0.0,216.64,0.0,
381.6,0.0,98.88,0.0,217.12,0.0,
382.4,0.0,98.88,0.0,217.6,0.0,
383.2,0.0,98.88,0.0,218.08,0.0,
384.0,0.0,98.88,0.0,218.56,0.0,
384.8,0.0,98.88,0.0,218.88,0.0,
385.6,0.0,98.88,0.0,219.36,0.0,
386.4,0.0,98.88,0.0,219.68,0.0,
387.2,0.0,98.88,0.0,220.16,0.0,
388.0,0.0,98.88,0.0,220.8,0.0,
388.0,0.0,98.88,0.0,221.28,0.0,
388.8,0.0,98.88,0.0,221.44,0.0,
389.6,0.0,98.88,0.0,221.76,0.0,
390.4,0.0,98.88,0.0,222.4,0.0,
391.2,0.0,98.88,0.0,222.72,0.0,
392.0,0.0,98.88,0.0,223.36,0.0,
392.8,0.0,98.88,0.0,223.84,0.0,
393.6,0.0,98.88,0.0,223.84,0.0,
394.4,0.0,99.04,0.0,224.32,0.0,
395.2,0.0,99.2,0.0,224.64,0.0,
395.2,0.0,99.52,0.0,225.28,0.0,
396.0,0.0,99.52,0.0,225.6,0.0,
396.8,0.0,99.52,0.0,225.92,0.0,
397.6,0.0,99.52,0.0,226.4,0.0,
398.4,0.0,99.52,0.0,227.2,0.0,
399.2,0.0,99.52,0.0,227.52,0.0,
400.0,0.0,99.52,0.0,228.0,0.0,
400.8,0.0,99.52,0.0,228.48,0.0,
