uniform CR, uniform SR, ucb CR, ucb SR, epsilon CR, epsilon SR
444.4,0.014,368.413,0.005,259.684,0.001,
444.43,0.014,368.441,0.005,259.705,0.001,
444.455,0.014,368.466,0.005,259.732,0.001,
444.475,0.014,368.486,0.005,259.755,0.001,
444.49,0.014,368.503,0.005,259.782,0.001,
444.5,0.014,368.541,0.005,259.794,0.001,
444.505,0.014,368.57,0.005,259.834,0.001,
444.505,0.014,368.591,0.005,259.876,0.001,
444.6,0.014,368.627,0.005,259.892,0.001,
444.69,0.014,368.654,0.005,259.911,0.001,
444.775,0.014,368.693,0.005,259.915,0.001,
444.855,0.014,368.717,0.005,259.933,0.001,
444.93,0.014,368.743,0.005,259.947,0.001,
445.0,0.014,368.778,0.005,260.001,0.001,
445.065,0.014,368.828,0.005,260.034,0.001,
445.125,0.014,368.866,0.005,260.056,0.001,
445.18,0.014,368.896,0.005,260.084,0.001,
445.23,0.014,368.923,0.005,260.106,0.001,
445.275,0.014,368.967,0.005,260.139,0.001,
445.315,0.014,369.028,0.005,260.162,0.001,
445.35,0.014,369.06,0.005,260.199,0.001,
445.38,0.014,369.082,0.005,260.225,0.001,
445.405,0.014,369.124,0.005,260.259,0.001,
445.425,0.014,369.203,0.005,260.274,0.001,
445.44,0.014,369.243,0.005,260.29,0.001,
445.45,0.014,369.287,0.005,260.321,0.001,
445.455,0.014,369.315,0.005,260.336,0.001,
445.455,0.014,369.38,0.005,260.35,0.001,
445.55,0.014,369.411,0.005,260.381,0.001,
445.64,0.014,369.441,0.005,260.398,0.001,
445.725,0.014,369.463,0.005,260.413,0.001,
445.805,0.014,369.48,0.005,260.453,0.001,
445.88,0.014,369.507,0.005,260.462,0.001,
445.95,0.014,369.539,0.005,260.483,0.001,
446.015,0.014,369.57,0.005,260.505,0.001,
446.075,0.014,369.621,0.005,260.541,0.001,
446.13,0.014,369.668,0.005,260.558,0.001,
446.18,0.014,369.701,0.005,260.575,0.001,
446.225,0.014,369.731,0.005,260.61,0.001,
446.265,0.014,369.764,0.005,260.619,0.001,
446.3,0.014,369.792,0.005,260.678,0.001,
446.33,0.014,369.823,0.005,260.701,0.001,
446.355,0.014,369.866,0.005,260.748,0.001,
446.375,0.014,369.886,0.005,260.749,0.001,
446.39,0.014,369.929,0.005,260.76,0.001,
446.4,0.014,369.95,0.005,260.784,0.001,
446.405,0.014,369.99,0.005,260.813,0.001,
446.405,0.014,370.033,0.005,260.849,0.001,
446.5,0.008,370.074,0.005,260.854,0.001,
446.59,0.008,370.105,0.005,260.893,0.001,
446.675,0.008,370.144,0.005,260.923,0.001,
446.755,0.008,370.185,0.005,260.941,0.001,
446.83,0.008,370.217,0.005,260.944,0.001,
446.9,0.008,370.26,0.005,260.976,0.001,
446.965,0.008,370.309,0.005,261.01,0.001,
447.025,0.008,370.334,0.005,261.037,0.001,
447.08,0.008,370.375,0.005,261.062,0.001,
447.13,0.008,370.417,0.005,261.083,0.001,
447.175,0.008,370.447,0.005,261.106,0.001,
447.215,0.008,370.49,0.005,261.117,0.001,
447.25,0.008,370.53,0.005,261.158,0.001,
447.28,0.008,370.573,0.005,261.166,0.001,
447.305,0.008,370.61,0.005,261.196,0.001,
447.325,0.008,370.659,0.005,261.219,0.001,
447.34,0.008,370.689,0.005,261.246,0.001,
447.35,0.008,370.723,0.005,261.248,0.001,
447.355,0.008,370.742,0.005,261.269,0.001,
447.355,0.008,370.774,0.005,261.289,0.001,
447.45,0.008,370.803,0.005,261.311,0.001,
447.54,0.008,370.839,0.005,261.339,0.001,
447.625,0.008,370.87,0.005,261.369,0.001,
447.705,0.008,370.896,0.005,261.382,0.001,
447.78,0.008,370.942,0.005,261.383,0.001,
447.85,0.008,370.98,0.005,261.412,0.001,
447.915,0.008,371.009,0.005,261.417,0.001,
447.975,0.008,371.047,0.005,261.428,0.001,
448.03,0.008,371.095,0.005,261.459,0.001,
448.08,0.008,371.145,0.005,261.461,0.001,
448.125,0.008,371.16,0.005,261.488,0.001,
448.165,0.008,371.184,0.005,261.549,0.001,
448.2,0.008,371.201,0.005,261.569,0.001,
448.23,0.008,371.24,0.003,261.59,0.001,
448.255,0.014,371.268,0.003,261.604,0.001,
448.275,0.014,371.302,0.003,261.618,0.001,
448.29,0.014,371.318,0.003,261.632,0.001,
448.3,0.014,371.349,0.005,261.651,0.001,
448.305,0.014,371.398,0.003,261.667,0.001,
448.305,0.014,371.44,0.003,261.72,0.001,
448.4,0.014,371.486,0.003,261.728,0.001,
448.49,0.014,371.506,0.003,261.741,0.001,
448.575,0.014,371.542,0.003,261.764,0.001,
448.655,0.014,371.558,0.003,261.821,0.001,
448.73,0.014,371.601,0.003,261.822,0.001,
448.8,0.014,371.647,0.003,261.853,0.001,
448.865,0.014,371.69,0.003,261.91,0.001,
448.925,0.014,371.719,0.003,261.925,0.001,
448.98,0.014,371.741,0.003,261.983,0.001,
449.03,0.014,371.764,0.003,262.006,0.001,
449.075,0.014,371.805,0.003,262.047,0.001,
449.115,0.014,371.837,0.003,262.08,0.001,
449.15,0.014,371.868,0.003,262.107,0.001,
449.18,0.014,371.883,0.003,262.15,0.001,
449.205,0.014,371.923,0.003,262.185,0.001,
449.225,0.014,371.938,0.003,262.202,0.001,
449.24,0.014,371.97,0.003,262.227,0.001,
449.25,0.014,372.002,0.003,262.228,0.001,
449.255,0.014,372.037,0.003,262.256,0.001,
449.255,0.014,372.069,0.003,262.259,0.001,
449.35,0.014,372.111,0.003,262.288,0.001,
449.44,0.014,372.137,0.003,262.306,0.001,
449.525,0.014,372.172,0.003,262.348,0.001,
449.605,0.014,372.217,0.003,262.398,0.001,
449.68,0.014,372.25,0.003,262.434,0.001,
449.75,0.014,372.291,0.003,262.449,0.001,
449.815,0.014,372.31,0.003,262.478,0.001,
449.875,0.014,372.336,0.003,262.479,0.001,
449.93,0.014,372.377,0.003,262.511,0.001,
449.98,0.014,372.453,0.003,262.566,0.001,
450.025,0.014,372.487,0.003,262.583,0.001,
450.065,0.014,372.533,0.003,262.628,0.001,
450.1,0.014,372.58,0.003,262.657,0.001,
450.13,0.014,372.612,0.003,262.674,0.001,
450.155,0.014,372.655,0.003,262.703,0.001,
450.175,0.014,372.685,0.003,262.733,0.001,
450.19,0.014,372.718,0.003,262.756,0.001,
450.2,0.014,372.751,0.003,262.765,0.001,
450.205,0.014,372.776,0.003,262.789,0.001,
450.205,0.014,372.808,0.003,262.845,0.001,
450.3,0.014,372.852,0.003,262.883,0.001,
450.39,0.014,372.89,0.003,262.907,0.001,
450.475,0.014,372.927,0.003,262.945,0.001,
450.555,0.014,372.991,0.003,262.954,0.001,
450.63,0.014,373.045,0.003,262.97,0.001,
450.7,0.014,373.081,0.003,262.982,0.001,
450.765,0.014,373.134,0.003,263.014,0.001,
450.825,0.014,373.183,0.003,263.033,0.001,
450.88,0.014,373.224,0.003,263.052,0.001,
450.93,0.014,373.261,0.003,263.094,0.001,
450.975,0.014,373.29,0.003,263.105,0.001,
451.015,0.014,373.343,0.003,263.127,0.001,
451.05,0.014,373.378,0.003,263.177,0.001,
451.08,0.014,373.419,0.003,263.215,0.001,
451.105,0.014,373.461,0.003,263.254,0.001,
451.125,0.014,373.513,0.003,263.272,0.001,
451.14,0.014,373.557,0.003,263.295,0.001,
451.15,0.014,373.598,0.003,263.331,0.001,
451.155,0.014,373.64,0.003,263.374,0.001,
451.155,0.014,373.675,0.003,263.396,0.001,
451.25,0.014,373.702,0.003,263.43,0.001,
451.34,0.014,373.741,0.003,263.44,0.001,
451.425,0.014,373.761,0.003,263.451,0.001,
451.505,0.014,373.79,0.003,263.474,0.001,
451.58,0.014,373.831,0.003,263.491,0.001,
451.65,0.014,373.873,0.003,263.509,0.001,
451.715,0.014,373.904,0.003,263.534,0.001,
451.775,0.014,373.934,0.003,263.535,0.001,
451.83,0.014,373.973,0.003,263.596,0.001,
451.88,0.014,374.008,0.003,263.6,0.001,
451.925,0.014,374.053,0.003,263.641,0.001,
451.965,0.014,374.088,0.003,263.703,0.001,
452.0,0.014,374.153,0.003,263.712,0.001,
452.03,0.014,374.19,0.003,263.73,0.001,
452.055,0.014,374.237,0.003,263.742,0.001,
452.075,0.014,374.279,0.003,263.756,0.001,
452.09,0.014,374.318,0.003,263.766,0.001,
452.1,0.014,374.378,0.003,263.795,0.001,
452.105,0.013,374.405,0.003,263.822,0.001,
452.105,0.013,374.439,0.003,263.85,0.001,
452.2,0.013,374.475,0.003,263.865,0.001,
452.29,0.013,374.52,0.003,263.877,0.001,
452.375,0.013,374.551,0.003,263.9,0.001,
452.455,0.013,374.575,0.003,263.951,0.001,
452.53,0.013,374.61,0.003,263.968,0.001,
452.6,0.013,374.626,0.003,263.985,0.001,
452.665,0.013,374.655,0.003,264.016,0.001,
452.725,0.013,374.682,0.003,264.03,0.001,
452.78,0.013,374.711,0.003,264.037,0.001,
452.83,0.013,374.746,0.003,264.082,0.001,
452.875,0.013,374.796,0.003,264.096,0.001,
452.915,0.013,374.831,0.003,264.114,0.001,
452.95,0.013,374.865,0.003,264.14,0.001,
452.98,0.013,374.895,0.003,264.17,0.001,
453.005,0.013,374.941,0.003,264.222,0.001,
453.025,0.013,374.986,0.003,264.26,0.001,
453.04,0.013,375.031,0.003,264.288,0.001,
453.05,0.013,375.067,0.003,264.316,0.001,
453.055,0.013,375.109,0.003,264.336,0.001,
453.055,0.013,375.142,0.003,264.35,0.001,
453.15,0.007,375.182,0.003,264.385,0.001,
453.24,0.007,375.2,0.003,264.405,0.001,
453.325,0.007,375.253,0.003,264.442,0.001,
453.405,0.007,375.268,0.003,264.47,0.001,
453.48,0.007,375.308,0.003,264.474,0.001,
453.55,0.007,375.358,0.003,264.501,0.001,
453.615,0.007,375.423,0.003,264.535,0.001,
453.675,0.007,375.467,0.003,264.555,0.001,
453.73,0.007,375.503,0.003,264.562,0.001,
453.78,0.007,375.55,0.003,264.577,0.001,
453.825,0.007,375.574,0.003,264.588,0.001,
453.865,0.007,375.6,0.003,264.604,0.001,
453.9,0.007,375.613,0.003,264.622,0.001,
453.93,0.007,375.633,0.003,264.652,0.001,
453.955,0.007,375.677,0.003,264.681,0.001,
453.975,0.007,375.704,0.003,264.682,0.001,
453.99,0.007,375.718,0.003,264.72,0.001,
454.0,0.007,375.756,0.003,264.768,0.001,
454.005,0.007,375.793,0.003,264.792,0.001,
454.005,0.007,375.819,0.003,264.808,0.001,
454.1,0.007,375.872,0.003,264.829,0.001,
454.19,0.007,375.923,0.003,264.882,0.001,
454.275,0.007,375.955,0.003,264.918,0.001,
454.355,0.007,375.983,0.003,264.94,0.001,
454.43,0.007,376.022,0.003,264.955,0.001,
454.5,0.007,376.051,0.003,264.966,0.001,
454.565,0.007,376.082,0.003,264.981,0.001,
454.625,0.007,376.11,0.003,265.003,0.001,
454.68,0.007,376.158,0.003,265.01,0.001,
454.73,0.007,376.175,0.003,265.014,0.001,
454.775,0.007,376.211,0.003,265.058,0.001,
454.815,0.007,376.26,0.003,265.06,0.001,
454.85,0.007,376.285,0.003,265.091,0.001,
454.88,0.007,376.322,0.003,265.11,0.001,
454.905,0.007,376.379,0.003,265.133,0.001,
454.925,0.007,376.409,0.003,265.136,0.001,
454.94,0.007,376.444,0.003,265.185,0.001,
454.95,0.007,376.492,0.003,265.232,0.001,
454.955,0.007,376.53,0.003,265.266,0.001,
454.955,0.007,376.581,0.003,265.29,0.001,
455.05,0.007,376.614,0.003,265.295,0.001,
455.14,0.007,376.654,0.003,265.313,0.001,
455.225,0.007,376.695,0.003,265.333,0.001,
455.305,0.007,376.728,0.003,265.359,0.001,
455.38,0.007,376.751,0.003,265.378,0.001,
455.45,0.007,376.779,0.005,265.383,0.001,
455.515,0.007,376.789,0.005,265.384,0.001,
455.575,0.007,376.799,0.005,265.396,0.001,
455.63,0.007,376.841,0.005,265.411,0.001,
455.68,0.007,376.882,0.005,265.434,0.001,
455.725,0.007,376.934,0.005,265.435,0.001,
455.765,0.007,376.954,0.005,265.44,0.001,
455.8,0.007,376.98,0.005,265.477,0.001,
455.83,0.007,377.012,0.005,265.508,0.001,
455.855,0.007,377.031,0.005,265.547,0.001,
455.875,0.007,377.074,0.005,265.607,0.001,
455.89,0.007,377.092,0.005,265.636,0.001,
455.9,0.007,377.115,0.005,265.646,0.001,
455.905,0.007,377.138,0.005,265.679,0.001,
455.905,0.007,377.176,0.005,265.694,0.001,
456.0,0.007,377.196,0.005,265.719,0.001,
456.09,0.007,377.246,0.005,265.754,0.001,
456.175,0.007,377.28,0.005,265.8,0.001,
456.255,0.007,377.318,0.005,265.83,0.001,
456.33,0.007,377.35,0.005,265.868,0.001,
456.4,0.007,377.373,0.005,265.898,0.001,
456.465,0.007,377.438,0.005,265.939,0.001,
456.525,0.007,377.49,0.005,265.975,0.001,
456.58,0.007,377.536,0.005,265.977,0.001,
456.63,0.007,377.579,0.005,265.987,0.001,
456.675,0.007,377.639,0.005,266.001,0.001,
456.715,0.007,377.672,0.005,266.03,0.001,
456.75,0.007,377.713,0.005,266.053,0.001,
456.78,0.007,377.748,0.005,266.092,0.001,
456.805,0.007,377.791,0.005,266.139,0.001,
456.825,0.007,377.833,0.005,266.152,0.001,
456.84,0.007,377.856,0.005,266.182,0.001,
456.85,0.007,377.897,0.005,266.198,0.001,
456.855,0.007,377.954,0.005,266.207,0.001,
456.855,0.007,377.989,0.005,266.208,0.001,
456.95,0.007,378.011,0.005,266.26,0.001,
457.04,0.007,378.051,0.005,266.293,0.001,
457.125,0.007,378.091,0.005,266.306,0.001,
457.205,0.007,378.153,0.005,266.331,0.001,
457.28,0.007,378.207,0.005,266.34,0.001,
457.35,0.007,378.248,0.005,266.371,0.001,
457.415,0.007,378.275,0.005,266.414,0.001,
457.475,0.007,378.319,0.005,266.465,0.001,
457.53,0.007,378.35,0.005,266.486,0.001,
457.58,0.007,378.381,0.005,266.516,0.001,
457.625,0.007,378.43,0.005,266.549,0.001,
457.665,0.007,378.479,0.005,266.58,0.001,
457.7,0.007,378.52,0.005,266.641,0.001,
457.73,0.007,378.562,0.005,266.666,0.001,
457.755,0.007,378.596,0.005,266.73,0.001,
457.775,0.007,378.631,0.005,266.731,0.001,
457.79,0.007,378.664,0.005,266.76,0.001,
457.8,0.007,378.707,0.005,266.773,0.001,
457.805,0.007,378.721,0.005,266.779,0.001,
457.805,0.007,378.753,0.005,266.825,0.001,
457.9,0.007,378.785,0.005,266.847,0.001,
457.99,0.007,378.821,0.005,266.861,0.001,
458.075,0.007,378.861,0.005,266.885,0.001,
458.155,0.007,378.881,0.005,266.908,0.001,
458.23,0.007,378.93,0.005,266.942,0.001,
458.3,0.007,378.972,0.005,266.97,0.001,
458.365,0.007,379.021,0.005,267.003,0.001,
458.425,0.007,379.066,0.005,267.026,0.001,
458.48,0.007,379.102,0.005,267.085,0.001,
458.53,0.007,379.132,0.005,267.117,0.001,
458.575,0.007,379.156,0.005,267.14,0.001,
458.615,0.007,379.201,0.005,267.162,0.001,
458.65,0.007,379.225,0.005,267.175,0.001,
458.68,0.007,379.255,0.005,267.188,0.001,
458.705,0.007,379.293,0.005,267.226,0.001,
458.725,0.007,379.322,0.005,267.265,0.001,
458.74,0.007,379.382,0.005,267.324,0.001,
458.75,0.007,379.424,0.005,267.335,0.001,
458.755,0.007,379.458,0.005,267.361,0.001,
458.755,0.007,379.482,0.005,267.385,0.001,
458.85,0.007,379.505,0.005,267.404,0.001,
458.94,0.007,379.521,0.005,267.429,0.001,
459.025,0.007,379.543,0.005,267.462,0.001,
459.105,0.007,379.585,0.005,267.471,0.001,
459.18,0.007,379.62,0.005,267.493,0.001,
459.25,0.007,379.662,0.005,267.503,0.001,
459.315,0.007,379.715,0.005,267.543,0.001,
459.375,0.007,379.753,0.005,267.599,0.001,
459.43,0.007,379.788,0.005,267.601,0.001,
459.48,0.007,379.835,0.005,267.627,0.001,
459.525,0.007,379.853,0.005,267.661,0.001,
459.565,0.007,379.893,0.005,267.669,0.001,
459.6,0.007,379.912,0.005,267.697,0.001,
459.63,0.007,379.962,0.005,267.74,0.001,
459.655,0.007,379.991,0.005,267.772,0.001,
459.675,0.007,380.015,0.005,267.784,0.001,
459.69,0.007,380.05,0.005,267.805,0.001,
459.7,0.007,380.064,0.005,267.827,0.001,
459.705,0.007,380.091,0.005,267.874,0.001,
459.705,0.007,380.143,0.005,267.901,0.001,
459.8,0.007,380.181,0.005,267.937,0.001,
459.89,0.007,380.232,0.005,267.965,0.001,
459.975,0.007,380.269,0.005,267.991,0.001,
460.055,0.007,380.311,0.005,268.026,0.001,
460.13,0.007,380.355,0.005,268.053,0.001,
460.2,0.007,380.396,0.005,268.078,0.001,
460.265,0.007,380.448,0.005,268.083,0.001,
460.325,0.007,380.494,0.005,268.112,0.001,
460.38,0.007,380.548,0.005,268.17,0.001,
460.43,0.007,380.584,0.005,268.18,0.001,
460.475,0.007,380.604,0.005,268.215,0.001,
460.515,0.007,380.652,0.005,268.235,0.001,
460.55,0.007,380.712,0.005,268.25,0.001,
460.58,0.007,380.754,0.005,268.286,0.001,
460.605,0.007,380.794,0.005,268.319,0.001,
460.625,0.007,380.839,0.005,268.347,0.001,
460.64,0.007,380.867,0.005,268.365,0.001,
460.65,0.007,380.886,0.005,268.4,0.001,
460.655,0.007,380.921,0.005,268.401,0.001,
460.655,0.007,380.946,0.005,268.443,0.001,
460.75,0.007,380.975,0.005,268.475,0.001,
460.84,0.007,381.001,0.005,268.505,0.001,
460.925,0.007,381.035,0.005,268.531,0.001,
461.005,0.007,381.082,0.005,268.581,0.001,
461.08,0.007,381.105,0.005,268.625,0.001,
461.15,0.007,381.133,0.005,268.654,0.001,
461.215,0.007,381.156,0.005,268.696,0.001,
461.275,0.007,381.189,0.005,268.739,0.001,
461.33,0.007,381.218,0.005,268.764,0.001,
461.38,0.007,381.269,0.005,268.769,0.001,
461.425,0.007,381.311,0.005,268.792,0.001,
461.465,0.007,381.343,0.005,268.797,0.001,
461.5,0.007,381.381,0.005,268.804,0.001,
461.53,0.007,381.446,0.005,268.853,0.001,
461.555,0.007,381.507,0.005,268.885,0.001,
461.575,0.007,381.566,0.005,268.918,0.001,
461.59,0.007,381.6,0.005,268.952,0.001,
461.6,0.007,381.626,0.005,268.967,0.001,
461.605,0.007,381.664,0.005,268.997,0.001,
461.605,0.007,381.696,0.005,269.032,0.001,
461.7,0.007,381.726,0.005,269.049,0.001,
461.79,0.007,381.755,0.005,269.08,0.001,
461.875,0.007,381.8,0.005,269.121,0.001,
461.955,0.007,381.822,0.005,269.134,0.001,
462.03,0.007,381.853,0.005,269.155,0.001,
462.1,0.007,381.882,0.005,269.176,0.001,
462.165,0.007,381.926,0.005,269.208,0.001,
462.225,0.007,381.961,0.005,269.27,0.001,
462.28,0.007,382.013,0.005,269.32,0.001,
462.33,0.007,382.048,0.005,269.349,0.001,
462.375,0.007,382.106,0.005,269.361,0.001,
462.415,0.007,382.139,0.005,269.382,0.001,
462.45,0.007,382.173,0.005,269.42,0.001,
462.48,0.007,382.217,0.005,269.43,0.001,
462.505,0.007,382.249,0.005,269.44,0.001,
462.525,0.007,382.278,0.005,269.479,0.001,
462.54,0.007,382.293,0.005,269.513,0.001,
462.55,0.007,382.331,0.005,269.532,0.001,
462.555,0.007,382.382,0.005,269.577,0.001,
462.555,0.007,382.428,0.005,269.601,0.001,
462.65,0.007,382.491,0.005,269.633,0.001,
462.74,0.007,382.552,0.005,269.638,0.001,
462.825,0.007,382.573,0.005,269.639,0.001,
462.905,0.007,382.614,0.005,269.663,0.001,
462.98,0.007,382.671,0.005,269.691,0.001,
463.05,0.007,382.711,0.005,269.711,0.001,
463.115,0.007,382.753,0.005,269.729,0.001,
463.175,0.007,382.798,0.005,269.741,0.001,
463.23,0.007,382.814,0.005,269.761,0.001,
463.28,0.007,382.861,0.005,269.792,0.001,
463.325,0.007,382.892,0.005,269.812,0.001,
463.365,0.007,382.926,0.005,269.837,0.001,
463.4,0.007,382.947,0.005,269.887,0.001,
463.43,0.007,382.975,0.005,269.897,0.001,
463.455,0.007,383.019,0.005,269.925,0.001,
463.475,0.007,383.062,0.005,269.955,0.001,
463.49,0.007,383.107,0.005,269.984,0.001,
463.5,0.007,383.155,0.005,269.992,0.001,
463.505,0.007,383.188,0.005,270.004,0.001,
463.505,0.008,383.213,0.005,270.034,0.001,
463.6,0.008,383.244,0.005,270.057,0.001,
463.69,0.008,383.304,0.005,270.112,0.001,
463.775,0.008,383.348,0.005,270.119,0.001,
463.855,0.008,383.385,0.005,270.149,0.001,
463.93,0.008,383.435,0.005,270.18,0.001,
464.0,0.008,383.48,0.005,270.2,0.001,
464.065,0.008,383.5,0.005,270.224,0.001,
464.125,0.008,383.528,0.005,270.225,0.001,
464.18,0.008,383.554,0.005,270.244,0.001,
464.23,0.008,383.598,0.005,270.264,0.001,
464.275,0.008,383.646,0.005,270.285,0.001,
464.315,0.008,383.691,0.005,270.291,0.001,
464.35,0.008,383.719,0.005,270.359,0.001,
464.38,0.008,383.756,0.005,270.405,0.001,
464.405,0.008,383.786,0.005,270.411,0.001,
464.425,0.008,383.85,0.005,270.445,0.001,
464.44,0.008,383.89,0.005,270.456,0.001,
464.45,0.008,383.932,0.005,270.511,0.001,
464.455,0.008,383.977,0.005,270.523,0.001,
464.455,0.008,384.011,0.005,270.539,0.001,
464.55,0.008,384.044,0.005,270.563,0.001,
464.64,0.008,384.08,0.005,270.604,0.001,
464.725,0.008,384.098,0.005,270.622,0.001,
464.805,0.008,384.169,0.005,270.623,0.001,
464.88,0.008,384.205,0.005,270.661,0.001,
464.95,0.008,384.249,0.005,270.703,0.001,
465.015,0.008,384.273,0.005,270.734,0.001,
465.075,0.008,384.277,0.005,270.776,0.001,
465.13,0.008,384.307,0.005,270.806,0.001,
465.18,0.008,384.322,0.005,270.843,0.001,
465.225,0.008,384.345,0.005,270.865,0.001,
465.265,0.008,384.405,0.005,270.875,0.001,
465.3,0.008,384.44,0.005,270.891,0.001,
465.33,0.008,384.483,0.005,270.904,0.001,
465.355,0.008,384.525,0.005,270.924,0.001,
465.375,0.008,384.547,0.005,270.97,0.001,
465.39,0.008,384.594,0.005,271.0,0.001,
465.4,0.008,384.637,0.005,271.039,0.001,
465.405,0.008,384.664,0.005,271.077,0.001,
465.405,0.008,384.699,0.005,271.099,0.001,
465.5,0.008,384.722,0.005,271.114,0.001,
465.59,0.008,384.753,0.005,271.139,0.001,
465.675,0.008,384.797,0.005,271.174,0.001,
465.755,0.008,384.84,0.005,271.212,0.001,
465.83,0.008,384.876,0.005,271.239,0.001,
465.9,0.008,384.908,0.005,271.267,0.001,
465.965,0.008,384.94,0.005,271.309,0.001,
466.025,0.008,384.949,0.005,271.338,0.001,
466.08,0.008,384.988,0.005,271.344,0.001,
466.13,0.008,385.012,0.005,271.372,0.001,
466.175,0.008,385.033,0.005,271.379,0.001,
466.215,0.008,385.048,0.005,271.415,0.001,
466.25,0.008,385.071,0.005,271.426,0.001,
466.28,0.008,385.094,0.005,271.501,0.001,
466.305,0.008,385.117,0.005,271.518,0.001,
466.325,0.008,385.132,0.005,271.544,0.001,
466.34,0.008,385.153,0.005,271.561,0.001,
466.35,0.008,385.186,0.005,271.578,0.001,
466.355,0.008,385.215,0.005,271.632,0.001,
466.355,0.008,385.241,0.005,271.657,0.001,
466.45,0.008,385.28,0.005,271.668,0.001,
466.54,0.008,385.309,0.005,271.712,0.001,
466.625,0.008,385.33,0.005,271.748,0.001,
466.705,0.008,385.358,0.005,271.751,0.001,
466.78,0.008,385.392,0.005,271.767,0.001,
466.85,0.008,385.44,0.005,271.813,0.001,
466.915,0.008,385.489,0.005,271.814,0.001,
466.975,0.008,385.519,0.005,271.827,0.001,
467.03,0.008,385.56,0.005,271.853,0.001,
467.08,0.008,385.593,0.005,271.874,0.001,
467.125,0.008,385.622,0.005,271.884,0.001,
467.165,0.008,385.657,0.005,271.9,0.001,
467.2,0.008,385.68,0.005,271.953,0.001,
467.23,0.008,385.701,0.005,271.982,0.001,
467.255,0.008,385.73,0.005,271.999,0.001,
467.275,0.008,385.764,0.005,272.014,0.001,
467.29,0.008,385.779,0.005,272.037,0.001,
467.3,0.008,385.81,0.005,272.063,0.001,
467.305,0.008,385.847,0.005,272.072,0.001,
467.305,0.008,385.879,0.005,272.077,0.001,
467.4,0.008,385.914,0.005,272.108,0.001,
467.49,0.008,385.937,0.005,272.141,0.001,
467.575,0.008,385.967,0.005,272.161,0.001,
467.655,0.008,386.005,0.005,272.194,0.001,
467.73,0.008,386.055,0.005,272.216,0.001,
467.8,0.008,386.101,0.005,272.23,0.001,
467.865,0.008,386.145,0.005,272.247,0.001,
467.925,0.008,386.176,0.005,272.282,0.001,
467.98,0.008,386.187,0.005,272.335,0.001,
468.03,0.008,386.199,0.005,272.357,0.001,
468.075,0.008,386.221,0.005,272.368,0.001,
468.115,0.008,386.241,0.005,272.397,0.001,
468.15,0.008,386.266,0.005,272.455,0.001,
468.18,0.008,386.282,0.005,272.479,0.001,
468.205,0.008,386.318,0.005,272.513,0.001,
468.225,0.008,386.349,0.005,272.546,0.001,
468.24,0.008,386.397,0.005,272.556,0.001,
468.25,0.008,386.436,0.005,272.598,0.001,
468.255,0.008,386.486,0.005,272.637,0.001,
468.255,0.008,386.536,0.005,272.645,0.001,
468.35,0.008,386.571,0.005,272.677,0.001,
468.44,0.008,386.602,0.005,272.689,0.001,
468.525,0.008,386.646,0.005,272.7,0.001,
468.605,0.008,386.682,0.005,272.738,0.001,
468.68,0.008,386.734,0.005,272.758,0.001,
468.75,0.008,386.764,0.005,272.805,0.001,
468.815,0.008,386.818,0.005,272.828,0.001,
468.875,0.008,386.863,0.005,272.84,0.001,
468.93,0.008,386.889,0.005,272.873,0.001,
468.98,0.008,386.917,0.005,272.877,0.001,
469.025,0.008,386.962,0.005,272.917,0.001,
469.065,0.008,387.004,0.005,272.985,0.001,
469.1,0.008,387.023,0.005,272.993,0.001,
469.13,0.008,387.052,0.005,272.998,0.001,
469.155,0.008,387.098,0.005,273.014,0.001,
469.175,0.008,387.127,0.005,273.069,0.001,
469.19,0.008,387.154,0.005,273.111,0.001,
469.2,0.008,387.18,0.005,273.141,0.001,
469.205,0.008,387.201,0.005,273.177,0.001,
469.205,0.008,387.24,0.005,273.195,0.001,
469.3,0.008,387.297,0.005,273.209,0.001,
469.39,0.008,387.316,0.005,273.234,0.001,
469.475,0.008,387.346,0.005,273.252,0.001,
469.555,0.008,387.375,0.005,273.296,0.001,
469.63,0.008,387.399,0.005,273.309,0.001,
469.7,0.008,387.417,0.005,273.33,0.001,
469.765,0.008,387.466,0.005,273.342,0.001,
469.825,0.008,387.507,0.005,273.394,0.001,
469.88,0.008,387.541,0.005,273.406,0.001,
469.93,0.008,387.584,0.005,273.415,0.001,
469.975,0.008,387.648,0.005,273.453,0.001,
470.015,0.008,387.681,0.005,273.479,0.001,
470.05,0.008,387.721,0.005,273.509,0.001,
470.08,0.008,387.752,0.005,273.524,0.001,
470.105,0.008,387.79,0.005,273.549,0.001,
470.125,0.008,387.815,0.005,273.554,0.001,
470.14,0.008,387.844,0.005,273.588,0.001,
470.15,0.008,387.875,0.005,273.622,0.001,
470.155,0.008,387.908,0.003,273.628,0.001,
470.155,0.008,387.954,0.003,273.629,0.001,
470.25,0.008,387.968,0.003,273.642,0.001,
470.34,0.008,387.999,0.003,273.643,0.001,
470.425,0.008,388.022,0.003,273.663,0.001,
470.505,0.008,388.045,0.003,273.69,0.001,
470.58,0.008,388.052,0.003,273.717,0.001,
470.65,0.008,388.087,0.003,273.737,0.001,
470.715,0.008,388.118,0.005,273.744,0.001,
470.775,0.008,388.159,0.005,273.754,0.001,
470.83,0.008,388.191,0.005,273.776,0.001,
470.88,0.008,388.224,0.005,273.781,0.001,
