uniform CR, uniform SR, ucb CR, ucb SR, epsilon CR, epsilon SR
1445.805,0.007,1032.447,0.0,798.881,0.001,
1445.9,0.007,1032.466,0.0,798.904,0.001,
1445.99,0.007,1032.479,0.0,798.927,0.001,
1446.075,0.007,1032.484,0.0,798.944,0.001,
1446.155,0.007,1032.503,0.0,798.984,0.001,
1446.23,0.007,1032.524,0.0,799.002,0.001,
1446.3,0.007,1032.544,0.0,799.033,0.001,
1446.365,0.007,1032.572,0.0,799.074,0.001,
1446.425,0.007,1032.594,0.0,799.102,0.001,
1446.48,0.007,1032.614,0.0,799.135,0.001,
1446.53,0.007,1032.624,0.0,799.183,0.001,
1446.575,0.007,1032.655,0.0,799.197,0.001,
1446.615,0.007,1032.675,0.0,799.215,0.001,
1446.65,0.007,1032.693,0.0,799.236,0.001,
1446.68,0.007,1032.698,0.0,799.272,0.001,
1446.705,0.007,1032.707,0.0,799.288,0.001,
1446.725,0.007,1032.713,0.0,799.289,0.001,
1446.74,0.007,1032.719,0.0,799.314,0.001,
1446.75,0.007,1032.725,0.0,799.338,0.001,
1446.755,0.007,1032.731,0.0,799.352,0.001,
1446.755,0.007,1032.737,0.0,799.405,0.001,
1446.85,0.007,1032.743,0.0,799.432,0.001,
1446.94,0.007,1032.749,0.0,799.442,0.001,
1447.025,0.007,1032.755,0.0,799.456,0.001,
1447.105,0.007,1032.761,0.0,799.476,0.001,
1447.18,0.007,1032.774,0.0,799.517,0.001,
1447.25,0.007,1032.783,0.0,799.532,0.001,
1447.315,0.007,1032.79,0.0,799.553,0.001,
1447.375,0.007,1032.81,0.0,799.59,0.001,
1447.43,0.007,1032.822,0.0,799.64,0.001,
1447.48,0.007,1032.834,0.0,799.666,0.001,
1447.525,0.007,1032.846,0.0,799.684,0.001,
1447.565,0.007,1032.866,0.0,799.711,0.001,
1447.6,0.007,1032.88,0.0,799.722,0.001,
1447.63,0.007,1032.894,0.0,799.75,0.001,
1447.655,0.007,1032.92,0.0,799.771,0.001,
1447.675,0.007,1032.933,0.0,799.791,0.001,
1447.69,0.007,1032.946,0.0,799.851,0.001,
1447.7,0.007,1032.959,0.0,799.862,0.001,
1447.705,0.007,1032.972,0.0,799.888,0.001,
1447.705,0.007,1032.982,0.0,799.913,0.001,
1447.8,0.007,1032.998,0.0,799.952,0.001,
1447.89,0.007,1033.02,0.0,800.002,0.001,
1447.975,0.007,1033.04,0.0,800.025,0.001,
1448.055,0.007,1033.071,0.0,800.049,0.001,
1448.13,0.007,1033.089,0.0,800.104,0.001,
1448.2,0.007,1033.107,0.0,800.119,0.001,
1448.265,0.007,1033.125,0.0,800.128,0.001,
1448.325,0.007,1033.131,0.0,800.142,0.001,
1448.38,0.007,1033.155,0.0,800.149,0.001,
1448.43,0.007,1033.167,0.0,800.174,0.001,
1448.475,0.007,1033.189,0.0,800.203,0.001,
1448.515,0.007,1033.197,0.0,800.229,0.001,
1448.55,0.007,1033.21,0.0,800.261,0.001,
1448.58,0.007,1033.219,0.0,800.267,0.001,
1448.605,0.007,1033.242,0.0,800.297,0.001,
1448.625,0.007,1033.254,0.0,800.334,0.001,
1448.64,0.007,1033.294,0.0,800.373,0.001,
1448.65,0.007,1033.312,0.0,800.408,0.001,
1448.655,0.007,1033.345,0.0,800.458,0.001,
1448.655,0.007,1033.374,0.0,800.468,0.001,
1448.75,0.007,1033.393,0.0,800.487,0.001,
1448.84,0.007,1033.432,0.0,800.512,0.001,
1448.925,0.007,1033.45,0.0,800.54,0.001,
1449.005,0.007,1033.476,0.0,800.543,0.001,
1449.08,0.007,1033.491,0.0,800.583,0.001,
1449.15,0.007,1033.516,0.0,800.616,0.001,
1449.215,0.007,1033.551,0.0,800.648,0.001,
1449.275,0.007,1033.571,0.0,800.681,0.001,
1449.33,0.007,1033.607,0.0,800.738,0.001,
1449.38,0.007,1033.629,0.0,800.745,0.001,
1449.425,0.007,1033.656,0.0,800.748,0.001,
1449.465,0.007,1033.691,0.0,800.776,0.001,
1449.5,0.007,1033.695,0.0,800.784,0.001,
1449.53,0.007,1033.725,0.0,800.798,0.001,
1449.555,0.007,1033.732,0.0,800.802,0.001,
1449.575,0.007,1033.737,0.0,800.82,0.001,
1449.59,0.007,1033.748,0.0,800.851,0.001,
1449.6,0.007,1033.758,0.0,800.884,0.001,
1449.605,0.007,1033.771,0.0,800.917,0.001,
1449.605,0.007,1033.779,0.0,800.971,0.001,
1449.7,0.007,1033.787,0.0,800.991,0.001,
1449.79,0.007,1033.795,0.0,801.01,0.001,
1449.875,0.007,1033.803,0.0,801.033,0.001,
1449.955,0.007,1033.811,0.0,801.102,0.001,
1450.03,0.007,1033.819,0.0,801.118,0.001,
1450.1,0.007,1033.827,0.0,801.144,0.001,
1450.165,0.007,1033.835,0.0,801.166,0.001,
1450.225,0.007,1033.843,0.0,801.197,0.001,
1450.28,0.007,1033.851,0.0,801.211,0.001,
1450.33,0.007,1033.858,0.0,801.239,0.001,
1450.375,0.007,1033.881,0.0,801.257,0.001,
1450.415,0.007,1033.909,0.0,801.288,0.001,
1450.45,0.007,1033.943,0.0,801.327,0.001,
1450.48,0.007,1033.976,0.0,801.38,0.001,
1450.505,0.007,1033.987,0.0,801.399,0.001,
1450.525,0.007,1034.009,0.0,801.467,0.001,
1450.54,0.007,1034.05,0.0,801.491,0.001,
1450.55,0.007,1034.072,0.0,801.517,0.001,
1450.555,0.007,1034.093,0.0,801.558,0.001,
1450.555,0.007,1034.116,0.0,801.585,0.001,
1450.65,0.007,1034.146,0.0,801.607,0.001,
1450.74,0.007,1034.161,0.0,801.658,0.001,
1450.825,0.007,1034.181,0.0,801.668,0.001,
1450.905,0.007,1034.203,0.0,801.709,0.001,
1450.98,0.007,1034.226,0.0,801.721,0.001,
1451.05,0.007,1034.261,0.0,801.737,0.001,
1451.115,0.007,1034.288,0.0,801.752,0.001,
1451.175,0.007,1034.322,0.0,801.768,0.001,
1451.23,0.007,1034.351,0.0,801.783,0.001,
1451.28,0.007,1034.383,0.0,801.81,0.001,
1451.325,0.007,1034.408,0.0,801.822,0.001,
1451.365,0.007,1034.45,0.0,801.882,0.001,
1451.4,0.007,1034.491,0.0,801.922,0.001,
1451.43,0.007,1034.53,0.0,801.954,0.001,
1451.455,0.007,1034.56,0.0,801.997,0.001,
1451.475,0.007,1034.596,0.0,802.013,0.001,
1451.49,0.007,1034.624,0.0,802.027,0.001,
1451.5,0.007,1034.643,0.0,802.053,0.002,
1451.505,0.007,1034.688,0.0,802.071,0.002,
1451.505,0.007,1034.74,0.0,802.076,0.002,
1451.6,0.005,1034.783,0.0,802.117,0.002,
1451.69,0.005,1034.827,0.0,802.122,0.002,
1451.775,0.005,1034.857,0.0,802.14,0.002,
1451.855,0.005,1034.881,0.0,802.186,0.002,
1451.93,0.005,1034.903,0.0,802.226,0.002,
1452.0,0.005,1034.932,0.0,802.258,0.001,
1452.065,0.005,1034.961,0.0,802.293,0.001,
1452.125,0.005,1035.012,0.0,802.305,0.001,
1452.18,0.005,1035.05,0.0,802.318,0.001,
1452.23,0.005,1035.103,0.0,802.337,0.001,
1452.275,0.005,1035.115,0.0,802.368,0.001,
1452.315,0.005,1035.139,0.0,802.389,0.001,
1452.35,0.005,1035.16,0.0,802.404,0.001,
1452.38,0.005,1035.186,0.0,802.43,0.001,
1452.405,0.005,1035.213,0.0,802.44,0.001,
1452.425,0.005,1035.246,0.0,802.485,0.001,
1452.44,0.005,1035.266,0.0,802.492,0.001,
1452.45,0.005,1035.304,0.0,802.539,0.001,
1452.455,0.005,1035.326,0.0,802.574,0.001,
1452.455,0.005,1035.363,0.0,802.612,0.001,
1452.55,0.005,1035.378,0.0,802.626,0.001,
1452.64,0.005,1035.413,0.0,802.665,0.001,
1452.725,0.005,1035.45,0.0,802.7,0.001,
1452.805,0.005,1035.469,0.0,802.705,0.001,
1452.88,0.005,1035.498,0.0,802.729,0.001,
1452.95,0.005,1035.522,0.0,802.757,0.001,
1453.015,0.005,1035.549,0.0,802.782,0.001,
1453.075,0.005,1035.601,0.0,802.786,0.001,
1453.13,0.005,1035.63,0.0,802.799,0.001,
1453.18,0.005,1035.645,0.0,802.834,0.001,
1453.225,0.005,1035.671,0.0,802.854,0.001,
1453.265,0.005,1035.712,0.0,802.866,0.001,
1453.3,0.005,1035.725,0.0,802.905,0.001,
1453.33,0.005,1035.746,0.0,802.933,0.001,
1453.355,0.005,1035.768,0.0,802.944,0.001,
1453.375,0.005,1035.791,0.0,802.968,0.001,
1453.39,0.005,1035.832,0.0,802.999,0.001,
1453.4,0.005,1035.856,0.0,803.004,0.001,
1453.405,0.005,1035.875,0.0,803.022,0.001,
1453.405,0.005,1035.895,0.0,803.073,0.001,
1453.5,0.005,1035.91,0.0,803.112,0.001,
1453.59,0.005,1035.94,0.0,803.152,0.001,
1453.675,0.005,1035.958,0.0,803.154,0.001,
1453.755,0.005,1035.989,0.0,803.192,0.001,
1453.83,0.005,1036.011,0.0,803.225,0.001,
1453.9,0.005,1036.033,0.0,803.27,0.001,
1453.965,0.005,1036.058,0.0,803.281,0.001,
1454.025,0.005,1036.074,0.0,803.3,0.001,
1454.08,0.005,1036.095,0.0,803.322,0.001,
1454.13,0.005,1036.113,0.0,803.381,0.001,
1454.175,0.005,1036.14,0.0,803.403,0.001,
1454.215,0.005,1036.162,0.0,803.404,0.001,
1454.25,0.005,1036.185,0.0,803.419,0.001,
1454.28,0.005,1036.211,0.0,803.432,0.001,
1454.305,0.005,1036.236,0.0,803.435,0.001,
1454.325,0.005,1036.279,0.0,803.465,0.001,
1454.34,0.005,1036.319,0.0,803.48,0.001,
1454.35,0.005,1036.351,0.0,803.513,0.001,
1454.355,0.005,1036.384,0.0,803.553,0.001,
1454.355,0.005,1036.408,0.0,803.57,0.001,
1454.45,0.005,1036.435,0.0,803.574,0.001,
1454.54,0.005,1036.466,0.0,803.587,0.001,
1454.625,0.005,1036.49,0.0,803.62,0.001,
1454.705,0.005,1036.518,0.0,803.635,0.001,
1454.78,0.005,1036.524,0.0,803.676,0.001,
1454.85,0.005,1036.549,0.0,803.727,0.001,
1454.915,0.005,1036.566,0.0,803.759,0.001,
1454.975,0.005,1036.591,0.0,803.781,0.001,
1455.03,0.005,1036.61,0.0,803.798,0.001,
1455.08,0.005,1036.65,0.0,803.842,0.001,
1455.125,0.005,1036.688,0.0,803.846,0.001,
1455.165,0.005,1036.725,0.0,803.864,0.001,
1455.2,0.005,1036.741,0.0,803.897,0.001,
1455.23,0.005,1036.761,0.0,803.908,0.001,
1455.255,0.005,1036.792,0.0,803.92,0.001,
1455.275,0.005,1036.824,0.0,803.927,0.001,
1455.29,0.005,1036.849,0.0,803.949,0.001,
1455.3,0.005,1036.88,0.0,803.972,0.001,
1455.305,0.005,1036.919,0.0,804.015,0.001,
1455.305,0.005,1036.95,0.0,804.032,0.001,
1455.4,0.005,1036.968,0.0,804.033,0.001,
1455.49,0.005,1036.987,0.0,804.052,0.001,
1455.575,0.005,1037.004,0.0,804.073,0.001,
1455.655,0.005,1037.035,0.0,804.094,0.001,
1455.73,0.005,1037.05,0.0,804.113,0.001,
1455.8,0.005,1037.066,0.0,804.127,0.001,
1455.865,0.005,1037.099,0.0,804.147,0.001,
1455.925,0.005,1037.14,0.0,804.187,0.001,
1455.98,0.005,1037.175,0.0,804.231,0.001,
1456.03,0.005,1037.211,0.0,804.27,0.001,
1456.075,0.005,1037.244,0.0,804.283,0.001,
1456.115,0.005,1037.283,0.0,804.308,0.001,
1456.15,0.005,1037.338,0.0,804.34,0.001,
1456.18,0.005,1037.373,0.0,804.362,0.001,
1456.205,0.005,1037.401,0.0,804.364,0.001,
1456.225,0.005,1037.434,0.0,804.378,0.001,
1456.24,0.005,1037.463,0.0,804.402,0.001,
1456.25,0.005,1037.5,0.0,804.425,0.001,
1456.255,0.005,1037.553,0.0,804.458,0.001,
1456.255,0.005,1037.592,0.0,804.468,0.001,
1456.35,0.005,1037.639,0.0,804.515,0.001,
1456.44,0.005,1037.682,0.0,804.531,0.001,
1456.525,0.005,1037.718,0.0,804.554,0.001,
1456.605,0.005,1037.764,0.0,804.593,0.001,
1456.68,0.005,1037.818,0.0,804.63,0.001,
1456.75,0.005,1037.841,0.0,804.675,0.001,
1456.815,0.005,1037.874,0.0,804.688,0.001,
1456.875,0.005,1037.91,0.0,804.729,0.001,
1456.93,0.005,1037.944,0.0,804.734,0.001,
1456.98,0.005,1037.976,0.0,804.787,0.001,
1457.025,0.005,1038.028,0.0,804.796,0.001,
1457.065,0.005,1038.075,0.0,804.801,0.001,
1457.1,0.005,1038.113,0.0,804.812,0.001,
1457.13,0.005,1038.169,0.0,804.872,0.001,
1457.155,0.005,1038.219,0.0,804.897,0.001,
1457.175,0.005,1038.253,0.0,804.9,0.001,
1457.19,0.005,1038.288,0.0,804.901,0.001,
1457.2,0.005,1038.313,0.0,804.915,0.001,
1457.205,0.005,1038.352,0.0,804.949,0.001,
1457.205,0.005,1038.38,0.0,804.991,0.001,
1457.3,0.005,1038.422,0.0,805.02,0.001,
1457.39,0.005,1038.433,0.0,805.041,0.001,
1457.475,0.005,1038.458,0.0,805.05,0.001,
1457.555,0.005,1038.502,0.0,805.063,0.001,
1457.63,0.005,1038.551,0.0,805.113,0.001,
1457.7,0.005,1038.604,0.0,805.139,0.001,
1457.765,0.005,1038.634,0.0,805.187,0.001,
1457.825,0.005,1038.657,0.0,805.229,0.001,
1457.88,0.005,1038.682,0.0,805.253,0.001,
1457.93,0.005,1038.723,0.0,805.273,0.001,
1457.975,0.005,1038.773,0.0,805.3,0.001,
1458.015,0.005,1038.801,0.0,805.338,0.001,
1458.05,0.005,1038.847,0.0,805.379,0.001,
1458.08,0.005,1038.871,0.0,805.403,0.001,
1458.105,0.005,1038.92,0.0,805.431,0.001,
1458.125,0.005,1038.936,0.0,805.461,0.001,
1458.14,0.005,1038.971,0.0,805.502,0.001,
1458.15,0.005,1038.995,0.0,805.519,0.001,
1458.155,0.005,1039.036,0.0,805.543,0.001,
1458.155,0.005,1039.054,0.0,805.61,0.001,
1458.25,0.005,1039.089,0.0,805.653,0.001,
1458.34,0.005,1039.108,0.0,805.706,0.001,
1458.425,0.005,1039.155,0.0,805.719,0.001,
1458.505,0.005,1039.198,0.0,805.754,0.001,
1458.58,0.005,1039.234,0.0,805.792,0.001,
1458.65,0.005,1039.275,0.0,805.829,0.001,
1458.715,0.005,1039.317,0.0,805.839,0.001,
1458.775,0.005,1039.346,0.0,805.852,0.001,
1458.83,0.005,1039.394,0.0,805.901,0.001,
1458.88,0.005,1039.448,0.0,805.913,0.001,
1458.925,0.005,1039.48,0.0,805.948,0.001,
1458.965,0.005,1039.495,0.0,806.0,0.001,
1459.0,0.005,1039.537,0.0,806.016,0.001,
1459.03,0.005,1039.575,0.0,806.064,0.001,
1459.055,0.005,1039.611,0.0,806.065,0.001,
1459.075,0.005,1039.651,0.0,806.093,0.001,
1459.09,0.005,1039.691,0.0,806.124,0.001,
1459.1,0.005,1039.742,0.0,806.142,0.001,
1459.105,0.005,1039.76,0.0,806.178,0.001,
1459.105,0.005,1039.784,0.0,806.221,0.001,
1459.2,0.005,1039.813,0.0,806.235,0.001,
1459.29,0.005,1039.831,0.0,806.284,0.001,
1459.375,0.005,1039.871,0.0,806.305,0.001,
1459.455,0.005,1039.905,0.0,806.306,0.001,
1459.53,0.005,1039.952,0.0,806.33,0.001,
1459.6,0.005,1039.979,0.0,806.373,0.001,
1459.665,0.005,1040.011,0.002,806.419,0.001,
1459.725,0.005,1040.045,0.0,806.437,0.001,
1459.78,0.005,1040.065,0.002,806.463,0.001,
1459.83,0.005,1040.087,0.002,806.492,0.001,
1459.875,0.005,1040.125,0.002,806.498,0.001,
1459.915,0.005,1040.155,0.002,806.507,0.001,
1459.95,0.005,1040.182,0.002,806.513,0.001,
1459.98,0.005,1040.205,0.002,806.55,0.001,
1460.005,0.005,1040.227,0.002,806.574,0.001,
1460.025,0.005,1040.251,0.002,806.588,0.001,
1460.04,0.005,1040.276,0.002,806.609,0.001,
1460.05,0.005,1040.306,0.002,806.64,0.001,
1460.055,0.005,1040.336,0.002,806.658,0.001,
1460.055,0.005,1040.366,0.002,806.7,0.001,
1460.15,0.005,1040.398,0.002,806.701,0.001,
1460.24,0.005,1040.41,0.002,806.702,0.001,
1460.325,0.005,1040.455,0.002,806.75,0.001,
1460.405,0.005,1040.497,0.002,806.782,0.001,
1460.48,0.005,1040.527,0.002,806.813,0.001,
1460.55,0.005,1040.57,0.002,806.855,0.001,
1460.615,0.005,1040.612,0.0,806.89,0.001,
1460.675,0.005,1040.652,0.0,806.893,0.001,
1460.73,0.005,1040.674,0.0,806.949,0.001,
1460.78,0.005,1040.707,0.002,806.963,0.001,
1460.825,0.005,1040.739,0.002,806.972,0.001,
1460.865,0.005,1040.775,0.002,806.997,0.001,
1460.9,0.005,1040.79,0.002,807.032,0.001,
1460.93,0.005,1040.812,0.002,807.053,0.001,
1460.955,0.005,1040.855,0.002,807.072,0.001,
1460.975,0.005,1040.871,0.0,807.099,0.001,
1460.99,0.005,1040.908,0.0,807.114,0.001,
1461.0,0.005,1040.923,0.0,807.146,0.001,
1461.005,0.005,1040.951,0.0,807.147,0.001,
1461.005,0.005,1040.968,0.0,807.166,0.001,
1461.1,0.005,1040.986,0.0,807.185,0.001,
1461.19,0.005,1041.016,0.0,807.191,0.001,
1461.275,0.005,1041.049,0.0,807.202,0.001,
1461.355,0.005,1041.081,0.0,807.212,0.001,
1461.43,0.005,1041.107,0.0,807.229,0.001,
1461.5,0.005,1041.128,0.0,807.264,0.001,
1461.565,0.005,1041.152,0.0,807.269,0.001,
1461.625,0.005,1041.169,0.0,807.278,0.001,
1461.68,0.005,1041.202,0.0,807.312,0.001,
1461.73,0.005,1041.229,0.0,807.348,0.001,
1461.775,0.005,1041.245,0.0,807.353,0.001,
1461.815,0.005,1041.275,0.0,807.368,0.001,
1461.85,0.005,1041.304,0.0,807.391,0.001,
1461.88,0.005,1041.322,0.0,807.42,0.001,
1461.905,0.005,1041.34,0.0,807.453,0.001,
1461.925,0.005,1041.358,0.0,807.455,0.001,
1461.94,0.005,1041.376,0.0,807.459,0.001,
1461.95,0.005,1041.403,0.0,807.474,0.001,
1461.955,0.005,1041.443,0.0,807.494,0.001,
1461.955,0.005,1041.468,0.0,807.522,0.001,
1462.05,0.005,1041.5,0.0,807.56,0.001,
1462.14,0.005,1041.526,0.0,807.591,0.001,
1462.225,0.005,1041.567,0.0,807.604,0.001,
1462.305,0.005,1041.585,0.0,807.625,0.001,
1462.38,0.005,1041.626,0.0,807.653,0.001,
1462.45,0.005,1041.668,0.0,807.686,0.001,
1462.515,0.005,1041.705,0.0,807.705,0.001,
1462.575,0.005,1041.749,0.0,807.745,0.001,
1462.63,0.005,1041.776,0.0,807.767,0.001,
1462.68,0.005,1041.799,0.0,807.812,0.001,
1462.725,0.005,1041.853,0.0,807.829,0.001,
1462.765,0.005,1041.879,0.0,807.845,0.001,
1462.8,0.005,1041.904,0.0,807.87,0.001,
1462.83,0.005,1041.926,0.0,807.87,0.001,
1462.855,0.005,1041.965,0.0,807.9,0.001,
1462.875,0.005,1042.025,0.0,807.912,0.001,
1462.89,0.005,1042.085,0.0,807.933,0.001,
1462.9,0.005,1042.133,0.0,807.961,0.001,
1462.905,0.005,1042.172,0.0,807.973,0.001,
1462.905,0.005,1042.217,0.0,808.005,0.001,
1463.0,0.005,1042.248,0.0,808.038,0.001,
1463.09,0.005,1042.308,0.0,808.078,0.001,
1463.175,0.005,1042.346,0.0,808.103,0.001,
1463.255,0.005,1042.357,0.0,808.12,0.001,
1463.33,0.005,1042.37,0.0,808.144,0.001,
1463.4,0.005,1042.394,0.0,808.165,0.001,
1463.465,0.005,1042.415,0.0,808.173,0.001,
1463.525,0.005,1042.433,0.0,808.207,0.001,
1463.58,0.005,1042.451,0.0,808.222,0.001,
1463.63,0.005,1042.469,0.0,808.245,0.001,
1463.675,0.005,1042.487,0.0,808.276,0.001,
1463.715,0.005,1042.505,0.0,808.298,0.001,
1463.75,0.005,1042.529,0.0,808.329,0.001,
1463.78,0.005,1042.563,0.0,808.357,0.001,
1463.805,0.005,1042.594,0.0,808.395,0.001,
1463.825,0.005,1042.626,0.0,808.428,0.001,
1463.84,0.005,1042.648,0.0,808.439,0.001,
1463.85,0.005,1042.678,0.0,808.455,0.001,
1463.855,0.005,1042.705,0.0,808.489,0.001,
1463.855,0.005,1042.734,0.0,808.49,0.001,
1463.95,0.005,1042.76,0.0,808.521,0.001,
1464.04,0.005,1042.801,0.0,808.56,0.001,
1464.125,0.005,1042.838,0.0,808.617,0.001,
1464.205,0.005,1042.867,0.0,808.635,0.001,
1464.28,0.005,1042.913,0.0,808.667,0.001,
1464.35,0.005,1042.955,0.0,808.694,0.001,
1464.415,0.005,1042.991,0.0,808.731,0.001,
1464.475,0.005,1043.032,0.0,808.782,0.001,
1464.53,0.005,1043.057,0.0,808.817,0.001,
1464.58,0.005,1043.098,0.0,808.852,0.001,
1464.625,0.005,1043.129,0.0,808.859,0.001,
1464.665,0.005,1043.152,0.0,808.881,0.001,
1464.7,0.005,1043.161,0.0,808.918,0.001,
1464.73,0.005,1043.194,0.0,808.934,0.001,
1464.755,0.005,1043.232,0.0,808.944,0.001,
1464.775,0.005,1043.267,0.0,808.979,0.001,
1464.79,0.005,1043.289,0.0,809.011,0.001,
1464.8,0.005,1043.323,0.0,809.019,0.001,
1464.805,0.005,1043.352,0.0,809.033,0.001,
1464.805,0.005,1043.401,0.0,809.065,0.001,
1464.9,0.005,1043.439,0.0,809.096,0.001,
1464.99,0.005,1043.462,0.0,809.098,0.001,
1465.075,0.005,1043.505,0.0,809.105,0.001,
1465.155,0.005,1043.539,0.0,809.123,0.001,
1465.23,0.005,1043.567,0.0,809.159,0.001,
1465.3,0.005,1043.613,0.0,809.198,0.001,
1465.365,0.005,1043.644,0.0,809.219,0.001,
1465.425,0.005,1043.697,0.0,809.226,0.001,
1465.48,0.005,1043.742,0.0,809.254,0.001,
1465.53,0.005,1043.759,0.0,809.282,0.001,
1465.575,0.005,1043.771,0.0,809.283,0.001,
1465.615,0.005,1043.803,0.0,809.313,0.001,
1465.65,0.005,1043.827,0.0,809.367,0.001,
1465.68,0.005,1043.844,0.0,809.41,0.001,
1465.705,0.005,1043.854,0.0,809.426,0.001,
1465.725,0.005,1043.888,0.0,809.462,0.001,
1465.74,0.005,1043.91,0.0,809.481,0.001,
1465.75,0.005,1043.941,0.0,809.52,0.001,
1465.755,0.005,1043.999,0.0,809.54,0.001,
1465.755,0.005,1044.037,0.0,809.609,0.001,
1465.85,0.005,1044.093,0.0,809.629,0.001,
1465.94,0.005,1044.132,0.0,809.672,0.001,
1466.025,0.005,1044.175,0.0,809.676,0.001,
1466.105,0.005,1044.209,0.0,809.709,0.001,
1466.18,0.005,1044.243,0.0,809.747,0.001,
1466.25,0.005,1044.3,0.0,809.748,0.001,
1466.315,0.005,1044.346,0.0,809.771,0.001,
1466.375,0.005,1044.377,0.0,809.792,0.001,
1466.43,0.005,1044.413,0.0,809.807,0.001,
1466.48,0.005,1044.463,0.0,809.819,0.001,
1466.525,0.005,1044.502,0.0,809.851,0.001,
1466.565,0.005,1044.546,0.0,809.866,0.001,
1466.6,0.005,1044.589,0.0,809.903,0.001,
1466.63,0.005,1044.615,0.0,809.953,0.001,
1466.655,0.005,1044.661,0.0,809.967,0.001,
1466.675,0.005,1044.69,0.0,809.975,0.001,
1466.69,0.005,1044.73,0.0,809.99,0.001,
1466.7,0.005,1044.758,0.0,810.039,0.001,
1466.705,0.005,1044.782,0.0,810.046,0.001,
1466.705,0.005,1044.814,0.0,810.079,0.001,
1466.8,0.005,1044.86,0.0,810.103,0.001,
1466.89,0.005,1044.877,0.0,810.117,0.001,
1466.975,0.005,1044.921,0.0,810.162,0.001,
1467.055,0.005,1044.96,0.0,810.202,0.001,
1467.13,0.005,1044.981,0.0,810.219,0.001,
1467.2,0.005,1045.017,0.0,810.239,0.001,
1467.265,0.005,1045.041,0.0,810.287,0.001,
1467.325,0.005,1045.061,0.0,810.309,0.001,
1467.38,0.005,1045.081,0.0,810.336,0.001,
1467.43,0.005,1045.101,0.0,810.361,0.001,
1467.475,0.005,1045.121,0.0,810.376,0.001,
1467.515,0.005,1045.147,0.0,810.396,0.001,
1467.55,0.005,1045.163,0.0,810.422,0.001,
1467.58,0.005,1045.172,0.0,810.432,0.001,
1467.605,0.005,1045.185,0.0,810.453,0.001,
1467.625,0.005,1045.195,0.0,810.491,0.001,
1467.64,0.005,1045.213,0.0,810.527,0.001,
1467.65,0.005,1045.239,0.0,810.565,0.001,
1467.655,0.005,1045.266,0.0,810.593,0.001,
1467.655,0.005,1045.296,0.0,810.642,0.001,
1467.75,0.005,1045.308,0.0,810.684,0.001,
1467.84,0.005,1045.324,0.0,810.717,0.001,
1467.925,0.005,1045.341,0.0,810.743,0.001,
1468.005,0.005,1045.371,0.0,810.795,0.001,
1468.08,0.005,1045.4,0.0,810.826,0.001,
1468.15,0.005,1045.428,0.0,810.848,0.001,
1468.215,0.005,1045.451,0.0,810.853,0.001,
1468.275,0.005,1045.465,0.0,810.887,0.001,
1468.33,0.005,1045.478,0.0,810.905,0.001,
1468.38,0.005,1045.493,0.0,810.922,0.001,
1468.425,0.005,1045.513,0.0,810.988,0.001,
1468.465,0.005,1045.532,0.0,810.997,0.001,
1468.5,0.005,1045.557,0.0,811.05,0.001,
1468.53,0.005,1045.569,0.0,811.088,0.001,
1468.555,0.005,1045.595,0.0,811.093,0.001,
1468.575,0.005,1045.611,0.0,811.138,0.001,
1468.59,0.005,1045.629,0.0,811.17,0.001,
1468.6,0.005,1045.647,0.0,811.178,0.001,
1468.605,0.005,1045.665,0.0,811.211,0.001,
1468.605,0.005,1045.683,0.0,811.252,0.001,
1468.7,0.005,1045.701,0.0,811.294,0.001,
1468.79,0.005,1045.725,0.0,811.345,0.001,
1468.875,0.005,1045.742,0.0,811.354,0.001,
1468.955,0.005,1045.754,0.0,811.367,0.001,
1469.03,0.005,1045.777,0.0,811.393,0.001,
1469.1,0.005,1045.802,0.0,811.41,0.001,
1469.165,0.005,1045.84,0.0,811.438,0.001,
1469.225,0.005,1045.858,0.0,811.471,0.001,
1469.28,0.005,1045.883,0.0,811.519,0.001,
1469.33,0.005,1045.927,0.0,811.548,0.001,
1469.375,0.005,1045.952,0.0,811.583,0.001,
1469.415,0.005,1045.972,0.0,811.619,0.001,
1469.45,0.005,1046.012,0.0,811.631,0.001,
1469.48,0.005,1046.033,0.0,811.65,0.001,
1469.505,0.005,1046.062,0.0,811.706,0.001,
1469.525,0.005,1046.091,0.0,811.746,0.001,
1469.54,0.005,1046.109,0.0,811.768,0.001,
1469.55,0.005,1046.124,0.0,811.796,0.001,
1469.555,0.005,1046.156,0.0,811.811,0.001,
1469.555,0.005,1046.174,0.0,811.838,0.001,
1469.65,0.005,1046.212,0.0,811.855,0.001,
1469.74,0.005,1046.234,0.0,811.887,0.001,
1469.825,0.005,1046.273,0.0,811.899,0.001,
1469.905,0.005,1046.319,0.0,811.916,0.001,
1469.98,0.005,1046.33,0.0,811.919,0.001,
1470.05,0.005,1046.359,0.0,811.947,0.001,
1470.115,0.005,1046.395,0.0,811.965,0.001,
1470.175,0.005,1046.426,0.0,811.996,0.001,
1470.23,0.005,1046.443,0.0,812.048,0.001,
1470.28,0.005,1046.459,0.0,812.058,0.001,
1470.325,0.005,1046.488,0.0,812.08,0.001,
1470.365,0.005,1046.515,0.0,812.11,0.001,
1470.4,0.005,1046.53,0.0,812.12,0.001,
1470.43,0.005,1046.548,0.0,812.182,0.001,
1470.455,0.005,1046.569,0.0,812.209,0.001,
1470.475,0.005,1046.595,0.0,812.256,0.001,
