uniform CR, uniform SR, ucb CR, ucb SR, epsilon CR, epsilon SR
275.8,0.0,256.33,0.0,154.35,0.0,
275.85,0.0,256.38,0.0,154.38,0.0,
275.9,0.0,256.42,0.0,154.4,0.0,
275.95,0.0,256.47,0.0,154.4,0.0,
276.0,0.0,256.52,0.0,154.41,0.0,
276.05,0.0,256.56,0.0,154.43,0.0,
276.1,0.0,256.59,0.0,154.46,0.0,
276.15,0.0,256.63,0.0,154.51,0.0,
276.2,0.0,256.66,0.0,154.54,0.0,
276.25,0.0,256.7,0.0,154.58,0.0,
276.25,0.0,256.73,0.0,154.58,0.0,
276.3,0.0,256.77,0.0,154.61,0.0,
276.35,0.0,256.8,0.0,154.62,0.0,
276.4,0.0,256.84,0.0,154.63,0.0,
276.45,0.0,256.88,0.0,154.64,0.0,
276.5,0.0,256.92,0.0,154.66,0.0,
276.55,0.0,256.95,0.0,154.67,0.0,
276.6,0.0,256.99,0.0,154.69,0.0,
276.65,0.0,257.02,0.0,154.72,0.0,
276.7,0.0,257.06,0.0,154.75,0.0,
276.7,0.0,257.09,0.0,154.77,0.0,
276.75,0.0,257.13,0.0,154.8,0.0,
276.8,0.0,257.17,0.0,154.84,0.0,
276.85,0.0,257.21,0.0,154.85,0.0,
276.9,0.0,257.26,0.0,154.89,0.0,
276.95,0.0,257.31,0.0,154.91,0.0,
277.0,0.0,257.35,0.0,154.94,0.0,
277.05,0.0,257.4,0.0,154.97,0.0,
277.1,0.0,257.44,0.0,155.02,0.0,
277.15,0.0,257.49,0.0,155.04,0.0,
277.15,0.0,257.53,0.0,155.05,0.0,
277.2,0.0,257.57,0.0,155.07,0.0,
277.25,0.0,257.62,0.0,155.1,0.0,
277.3,0.0,257.66,0.0,155.1,0.0,
277.35,0.0,257.71,0.0,155.14,0.0,
277.4,0.0,257.76,0.0,155.15,0.0,
277.45,0.0,257.8,0.0,155.17,0.0,
277.5,0.0,257.85,0.0,155.21,0.0,
277.55,0.0,257.9,0.0,155.23,0.0,
277.6,0.0,257.95,0.0,155.24,0.0,
277.6,0.0,257.99,0.0,155.25,0.0,
277.65,0.0,258.03,0.0,155.28,0.0,
277.7,0.0,258.08,0.0,155.31,0.0,
277.75,0.0,258.12,0.0,155.35,0.0,
277.8,0.0,258.17,0.0,155.38,0.0,
277.85,0.0,258.22,0.0,155.4,0.0,
277.9,0.0,258.26,0.0,155.42,0.0,
277.95,0.0,258.3,0.0,155.46,0.0,
278.0,0.0,258.35,0.0,155.49,0.0,
278.05,0.0,258.4,0.0,155.5,0.0,
278.05,0.0,258.44,0.0,155.51,0.0,
278.1,0.0,258.48,0.0,155.55,0.0,
278.15,0.0,258.53,0.0,155.58,0.0,
278.2,0.0,258.57,0.0,155.61,0.0,
278.25,0.0,258.62,0.0,155.63,0.0,
278.3,0.0,258.67,0.0,155.66,0.0,
278.35,0.0,258.71,0.0,155.66,0.0,
278.4,0.0,258.75,0.0,155.69,0.0,
278.45,0.0,258.8,0.0,155.71,0.0,
278.5,0.0,258.85,0.0,155.75,0.0,
278.5,0.0,258.89,0.0,155.76,0.0,
278.55,0.0,258.94,0.0,155.79,0.0,
278.6,0.0,258.99,0.0,155.81,0.0,
278.65,0.0,259.03,0.0,155.83,0.0,
278.7,0.0,259.08,0.0,155.86,0.0,
278.75,0.0,259.13,0.0,155.87,0.0,
278.8,0.0,259.17,0.0,155.89,0.0,
278.85,0.0,259.21,0.0,155.92,0.0,
278.9,0.0,259.26,0.0,155.96,0.0,
278.95,0.0,259.31,0.0,155.99,0.0,
278.95,0.0,259.34,0.0,156.02,0.0,
279.0,0.0,259.39,0.0,156.03,0.0,
279.05,0.0,259.44,0.0,156.06,0.0,
279.1,0.0,259.48,0.0,156.06,0.0,
279.15,0.0,259.53,0.0,156.09,0.0,
279.2,0.0,259.58,0.0,156.13,0.0,
279.25,0.0,259.62,0.0,156.14,0.0,
279.3,0.0,259.66,0.0,156.15,0.0,
279.35,0.0,259.71,0.0,156.17,0.0,
279.4,0.0,259.76,0.0,156.19,0.0,
279.4,0.0,259.79,0.0,156.24,0.0,
279.45,0.0,259.84,0.0,156.26,0.0,
279.5,0.0,259.89,0.0,156.27,0.0,
279.55,0.0,259.93,0.0,156.31,0.0,
279.6,0.0,259.98,0.0,156.34,0.0,
279.65,0.0,260.03,0.0,156.38,0.0,
279.7,0.0,260.07,0.0,156.4,0.0,
279.75,0.0,260.11,0.0,156.44,0.0,
279.8,0.0,260.16,0.0,156.48,0.0,
279.85,0.0,260.21,0.0,156.51,0.0,
279.85,0.0,260.24,0.0,156.52,0.0,
279.9,0.0,260.27,0.0,156.54,0.0,
279.95,0.0,260.3,0.0,156.56,0.0,
280.0,0.0,260.32,0.0,156.58,0.0,
280.05,0.0,260.35,0.0,156.62,0.0,
280.1,0.0,260.38,0.0,156.64,0.0,
280.15,0.0,260.4,0.0,156.66,0.0,
280.2,0.0,260.42,0.0,156.69,0.0,
280.25,0.0,260.47,0.0,156.69,0.0,
280.3,0.0,260.52,0.0,156.71,0.0,
280.3,0.0,260.57,0.0,156.73,0.0,
280.35,0.0,260.62,0.0,156.76,0.0,
280.4,0.0,260.67,0.0,156.78,0.0,
280.45,0.0,260.71,0.0,156.81,0.0,
280.5,0.0,260.76,0.0,156.84,0.0,
280.55,0.0,260.81,0.0,156.85,0.0,
280.6,0.0,260.85,0.0,156.87,0.0,
280.65,0.0,260.88,0.0,156.89,0.0,
280.7,0.0,260.91,0.0,156.91,0.0,
280.75,0.0,260.94,0.0,156.94,0.0,
280.75,0.0,260.97,0.0,156.95,0.0,
280.8,0.0,261.0,0.0,156.97,0.0,
280.85,0.0,261.03,0.0,157.0,0.0,
280.9,0.0,261.05,0.0,157.02,0.0,
280.95,0.0,261.09,0.0,157.05,0.0,
281.0,0.0,261.13,0.0,157.09,0.0,
281.05,0.0,261.15,0.0,157.11,0.0,
281.1,0.0,261.19,0.0,157.15,0.0,
281.15,0.0,261.23,0.0,157.18,0.0,
281.2,0.0,261.27,0.0,157.22,0.0,
281.2,0.0,261.32,0.0,157.24,0.0,
281.25,0.0,261.37,0.0,157.27,0.0,
281.3,0.0,261.42,0.0,157.28,0.0,
281.35,0.0,261.45,0.0,157.3,0.0,
281.4,0.0,261.49,0.0,157.34,0.0,
281.45,0.0,261.53,0.0,157.37,0.0,
281.5,0.0,261.55,0.0,157.39,0.0,
281.55,0.0,261.59,0.0,157.41,0.0,
281.6,0.0,261.63,0.0,157.44,0.0,
281.65,0.0,261.66,0.0,157.47,0.0,
281.65,0.0,261.7,0.0,157.5,0.0,
281.7,0.0,261.74,0.0,157.52,0.0,
281.75,0.0,261.78,0.0,157.54,0.0,
281.8,0.0,261.81,0.0,157.57,0.0,
281.85,0.0,261.85,0.0,157.59,0.0,
281.9,0.0,261.89,0.0,157.61,0.0,
281.95,0.0,261.92,0.0,157.65,0.0,
282.0,0.0,261.96,0.0,157.65,0.0,
282.05,0.0,262.0,0.0,157.67,0.0,
282.1,0.0,262.03,0.0,157.7,0.0,
282.1,0.0,262.06,0.0,157.72,0.0,
282.15,0.0,262.09,0.0,157.75,0.0,
282.2,0.0,262.12,0.0,157.78,0.0,
282.25,0.0,262.14,0.0,157.8,0.0,
282.3,0.0,262.17,0.0,157.83,0.0,
282.35,0.0,262.19,0.0,157.86,0.0,
282.4,0.0,262.21,0.0,157.89,0.0,
282.45,0.0,262.24,0.0,157.91,0.0,
282.5,0.0,262.27,0.0,157.94,0.0,
282.55,0.0,262.3,0.0,157.97,0.0,
282.55,0.0,262.33,0.0,157.99,0.0,
282.6,0.0,262.36,0.0,158.03,0.0,
282.65,0.0,262.39,0.0,158.06,0.0,
282.7,0.0,262.41,0.0,158.08,0.0,
282.75,0.0,262.44,0.0,158.12,0.0,
282.8,0.0,262.47,0.0,158.13,0.0,
282.85,0.0,262.5,0.0,158.14,0.0,
282.9,0.0,262.53,0.0,158.16,0.0,
282.95,0.0,262.56,0.0,158.2,0.0,
283.0,0.0,262.59,0.0,158.22,0.0,
283.0,0.0,262.62,0.0,158.23,0.0,
283.05,0.0,262.65,0.0,158.24,0.0,
283.1,0.0,262.68,0.0,158.29,0.0,
283.15,0.0,262.7,0.0,158.32,0.0,
283.2,0.0,262.73,0.0,158.33,0.0,
283.25,0.0,262.76,0.0,158.36,0.0,
283.3,0.0,262.8,0.0,158.38,0.0,
283.35,0.0,262.84,0.0,158.41,0.0,
283.4,0.0,262.88,0.0,158.44,0.0,
283.45,0.0,262.92,0.0,158.45,0.0,
283.45,0.0,262.97,0.0,158.48,0.0,
283.5,0.0,263.02,0.0,158.49,0.0,
283.55,0.0,263.07,0.0,158.51,0.0,
283.6,0.0,263.1,0.0,158.55,0.0,
283.65,0.0,263.14,0.0,158.58,0.0,
283.7,0.0,263.19,0.0,158.61,0.0,
283.75,0.0,263.24,0.0,158.64,0.0,
283.8,0.0,263.29,0.0,158.67,0.0,
283.85,0.0,263.34,0.0,158.7,0.0,
283.9,0.0,263.38,0.0,158.71,0.0,
283.9,0.0,263.43,0.0,158.73,0.0,
283.95,0.0,263.48,0.0,158.76,0.0,
284.0,0.0,263.53,0.0,158.77,0.0,
284.05,0.0,263.57,0.0,158.81,0.0,
284.1,0.0,263.6,0.0,158.84,0.0,
284.15,0.0,263.64,0.0,158.87,0.0,
284.2,0.0,263.68,0.0,158.9,0.0,
284.25,0.0,263.72,0.0,158.95,0.0,
284.3,0.0,263.76,0.0,158.97,0.0,
284.35,0.0,263.79,0.0,158.98,0.0,
284.35,0.0,263.83,0.0,158.99,0.0,
284.4,0.0,263.87,0.0,159.02,0.0,
284.45,0.0,263.9,0.0,159.03,0.0,
284.5,0.0,263.93,0.0,159.06,0.0,
284.55,0.0,263.96,0.0,159.08,0.0,
284.6,0.0,264.0,0.0,159.11,0.0,
284.65,0.0,264.04,0.0,159.14,0.0,
284.7,0.0,264.08,0.0,159.17,0.0,
284.75,0.0,264.12,0.0,159.22,0.0,
284.8,0.0,264.15,0.0,159.24,0.0,
284.8,0.0,264.19,0.0,159.27,0.0,
284.85,0.0,264.23,0.0,159.29,0.0,
284.9,0.0,264.26,0.0,159.31,0.0,
284.95,0.0,264.29,0.0,159.33,0.0,
285.0,0.0,264.32,0.0,159.34,0.0,
285.05,0.0,264.35,0.0,159.34,0.0,
285.1,0.0,264.39,0.0,159.37,0.0,
285.15,0.0,264.43,0.0,159.4,0.0,
285.2,0.0,264.47,0.0,159.42,0.0,
285.25,0.0,264.5,0.0,159.47,0.0,
285.25,0.0,264.54,0.0,159.51,0.0,
285.3,0.0,264.58,0.0,159.53,0.0,
285.35,0.0,264.61,0.0,159.56,0.0,
285.4,0.0,264.64,0.0,159.59,0.0,
285.45,0.0,264.68,0.0,159.61,0.0,
285.5,0.0,264.71,0.0,159.63,0.0,
285.55,0.0,264.75,0.0,159.65,0.0,
285.6,0.0,264.79,0.0,159.69,0.0,
285.65,0.0,264.84,0.0,159.7,0.0,
285.7,0.0,264.88,0.0,159.73,0.0,
285.7,0.0,264.93,0.0,159.77,0.0,
285.75,0.0,264.98,0.0,159.81,0.0,
285.8,0.0,265.02,0.0,159.82,0.0,
285.85,0.0,265.06,0.0,159.87,0.0,
285.9,0.0,265.11,0.0,159.88,0.0,
285.95,0.0,265.16,0.0,159.89,0.0,
286.0,0.0,265.21,0.0,159.92,0.0,
286.05,0.0,265.25,0.0,159.93,0.0,
286.1,0.0,265.3,0.0,159.93,0.0,
286.15,0.0,265.34,0.0,159.96,0.0,
286.15,0.0,265.38,0.0,159.98,0.0,
286.2,0.0,265.43,0.0,160.01,0.0,
286.25,0.0,265.47,0.0,160.02,0.0,
286.3,0.0,265.51,0.0,160.05,0.0,
286.35,0.0,265.55,0.0,160.08,0.0,
286.4,0.0,265.6,0.0,160.11,0.0,
286.45,0.0,265.65,0.0,160.14,0.0,
286.5,0.0,265.69,0.0,160.17,0.0,
286.55,0.0,265.74,0.0,160.2,0.0,
286.6,0.0,265.79,0.0,160.24,0.0,
286.6,0.0,265.83,0.0,160.25,0.0,
286.65,0.0,265.88,0.0,160.28,0.0,
286.7,0.0,265.92,0.0,160.29,0.0,
286.75,0.0,265.95,0.0,160.32,0.0,
286.8,0.0,265.98,0.0,160.34,0.0,
286.85,0.0,266.02,0.0,160.36,0.0,
286.9,0.0,266.06,0.0,160.39,0.0,
286.95,0.0,266.09,0.0,160.39,0.0,
287.0,0.0,266.13,0.0,160.44,0.0,
287.05,0.0,266.17,0.0,160.46,0.0,
287.05,0.0,266.2,0.0,160.47,0.0,
287.1,0.0,266.24,0.0,160.51,0.0,
287.15,0.0,266.28,0.0,160.54,0.0,
287.2,0.0,266.31,0.0,160.58,0.0,
287.25,0.0,266.34,0.0,160.59,0.0,
287.3,0.0,266.38,0.0,160.63,0.0,
287.35,0.0,266.43,0.0,160.65,0.0,
287.4,0.0,266.47,0.0,160.66,0.0,
287.45,0.0,266.52,0.0,160.68,0.0,
287.5,0.0,266.57,0.0,160.68,0.0,
287.5,0.0,266.61,0.0,160.7,0.0,
287.55,0.0,266.66,0.0,160.71,0.0,
287.6,0.0,266.71,0.0,160.73,0.0,
287.65,0.0,266.75,0.0,160.75,0.0,
287.7,0.0,266.8,0.0,160.79,0.0,
287.75,0.0,266.84,0.0,160.83,0.0,
287.8,0.0,266.89,0.0,160.87,0.0,
287.85,0.0,266.93,0.0,160.9,0.0,
287.9,0.0,266.98,0.0,160.92,0.0,
287.95,0.0,267.03,0.0,160.94,0.0,
287.95,0.0,267.07,0.0,160.94,0.0,
288.0,0.0,267.12,0.0,160.96,0.0,
288.05,0.0,267.17,0.0,160.98,0.0,
288.1,0.0,267.2,0.0,160.99,0.0,
288.15,0.0,267.25,0.0,161.0,0.0,
288.2,0.0,267.29,0.0,161.02,0.0,
288.25,0.0,267.34,0.0,161.04,0.0,
288.3,0.0,267.38,0.0,161.07,0.0,
288.35,0.0,267.43,0.0,161.1,0.0,
288.4,0.0,267.48,0.0,161.11,0.0,
288.4,0.0,267.52,0.0,161.12,0.0,
288.45,0.0,267.57,0.0,161.13,0.0,
288.5,0.0,267.62,0.0,161.17,0.0,
288.55,0.0,267.65,0.0,161.2,0.0,
288.6,0.0,267.7,0.0,161.24,0.0,
288.65,0.0,267.75,0.0,161.27,0.0,
288.7,0.0,267.8,0.0,161.3,0.0,
288.75,0.0,267.84,0.0,161.34,0.0,
288.8,0.0,267.89,0.0,161.37,0.0,
288.85,0.0,267.94,0.0,161.39,0.0,
288.85,0.0,267.98,0.0,161.43,0.0,
288.9,0.0,268.03,0.0,161.47,0.0,
288.95,0.0,268.08,0.0,161.51,0.0,
289.0,0.0,268.11,0.0,161.55,0.0,
289.05,0.0,268.15,0.0,161.59,0.0,
289.1,0.0,268.2,0.0,161.62,0.0,
289.15,0.0,268.25,0.0,161.63,0.0,
289.2,0.0,268.29,0.0,161.67,0.0,
289.25,0.0,268.34,0.0,161.7,0.0,
289.3,0.0,268.39,0.0,161.7,0.0,
289.3,0.0,268.43,0.0,161.71,0.0,
289.35,0.0,268.48,0.0,161.73,0.0,
289.4,0.0,268.53,0.0,161.77,0.0,
289.45,0.0,268.57,0.0,161.78,0.0,
289.5,0.0,268.61,0.0,161.81,0.0,
289.55,0.0,268.66,0.0,161.83,0.0,
289.6,0.0,268.71,0.0,161.87,0.0,
289.65,0.0,268.75,0.0,161.89,0.0,
289.7,0.0,268.8,0.0,161.9,0.0,
289.75,0.0,268.85,0.0,161.93,0.0,
289.75,0.0,268.89,0.0,161.96,0.0,
289.8,0.0,268.94,0.0,161.99,0.0,
289.85,0.0,268.98,0.0,162.02,0.0,
289.9,0.0,269.02,0.0,162.04,0.0,
289.95,0.0,269.06,0.0,162.07,0.0,
290.0,0.0,269.11,0.0,162.08,0.0,
290.05,0.0,269.16,0.0,162.11,0.0,
290.1,0.0,269.2,0.0,162.15,0.0,
290.15,0.0,269.25,0.0,162.18,0.0,
290.2,0.0,269.3,0.0,162.22,0.0,
290.2,0.0,269.34,0.0,162.22,0.0,
290.25,0.0,269.39,0.0,162.27,0.0,
290.3,0.0,269.43,0.0,162.28,0.0,
290.35,0.0,269.47,0.0,162.3,0.0,
290.4,0.0,269.51,0.0,162.32,0.0,
290.45,0.0,269.56,0.0,162.34,0.0,
290.5,0.0,269.61,0.0,162.36,0.0,
290.55,0.0,269.65,0.0,162.39,0.0,
290.6,0.0,269.7,0.0,162.42,0.0,
290.65,0.0,269.75,0.0,162.44,0.0,
290.65,0.0,269.79,0.0,162.45,0.0,
290.7,0.0,269.83,0.0,162.47,0.0,
290.75,0.0,269.86,0.0,162.48,0.0,
290.8,0.0,269.88,0.0,162.5,0.0,
290.85,0.0,269.9,0.0,162.54,0.0,
290.9,0.0,269.93,0.0,162.58,0.0,
290.95,0.0,269.96,0.0,162.58,0.0,
291.0,0.0,269.99,0.0,162.58,0.0,
291.05,0.0,270.03,0.0,162.59,0.0,
291.1,0.0,270.07,0.0,162.61,0.0,
291.1,0.0,270.11,0.0,162.61,0.0,
291.15,0.0,270.15,0.0,162.63,0.0,
291.2,0.0,270.19,0.0,162.65,0.0,
291.25,0.0,270.22,0.0,162.66,0.0,
291.3,0.0,270.25,0.0,162.7,0.0,
291.35,0.0,270.29,0.0,162.73,0.0,
291.4,0.0,270.33,0.0,162.76,0.0,
291.45,0.0,270.37,0.0,162.78,0.0,
291.5,0.0,270.42,0.0,162.83,0.0,
291.55,0.0,270.47,0.0,162.84,0.0,
291.55,0.0,270.52,0.0,162.88,0.0,
291.6,0.0,270.57,0.0,162.88,0.0,
291.65,0.0,270.62,0.0,162.91,0.0,
291.7,0.0,270.66,0.0,162.91,0.0,
291.75,0.0,270.7,0.0,162.94,0.0,
291.8,0.0,270.74,0.0,162.96,0.0,
291.85,0.0,270.78,0.0,163.01,0.0,
291.9,0.0,270.81,0.0,163.03,0.0,
291.95,0.0,270.85,0.0,163.05,0.0,
292.0,0.0,270.89,0.0,163.08,0.0,
292.0,0.0,270.93,0.0,163.1,0.0,
292.05,0.0,270.97,0.0,163.1,0.0,
292.1,0.0,271.01,0.0,163.12,0.0,
292.15,0.0,271.04,0.0,163.17,0.0,
292.2,0.0,271.08,0.0,163.2,0.0,
292.25,0.0,271.12,0.0,163.22,0.0,
292.3,0.0,271.17,0.0,163.24,0.0,
292.35,0.0,271.21,0.0,163.28,0.0,
292.4,0.0,271.26,0.0,163.31,0.0,
292.45,0.0,271.31,0.0,163.33,0.0,
292.45,0.0,271.36,0.0,163.36,0.0,
292.5,0.0,271.41,0.0,163.37,0.0,
292.55,0.0,271.46,0.0,163.41,0.0,
292.6,0.0,271.49,0.0,163.42,0.0,
292.65,0.0,271.52,0.0,163.46,0.0,
292.7,0.0,271.55,0.0,163.48,0.0,
292.75,0.0,271.59,0.0,163.5,0.0,
292.8,0.0,271.62,0.0,163.5,0.0,
292.85,0.0,271.66,0.0,163.52,0.0,
292.9,0.0,271.7,0.0,163.53,0.0,
292.9,0.0,271.75,0.0,163.56,0.0,
292.95,0.0,271.8,0.0,163.56,0.0,
293.0,0.0,271.85,0.0,163.57,0.0,
293.05,0.0,271.89,0.0,163.59,0.0,
293.1,0.0,271.94,0.0,163.6,0.0,
293.15,0.0,271.99,0.0,163.62,0.0,
293.2,0.0,272.04,0.0,163.63,0.0,
293.25,0.0,272.08,0.0,163.63,0.0,
293.3,0.0,272.13,0.0,163.67,0.0,
293.35,0.0,272.17,0.0,163.69,0.0,
293.35,0.0,272.22,0.0,163.69,0.0,
293.4,0.0,272.27,0.0,163.72,0.0,
293.45,0.0,272.32,0.0,163.75,0.0,
293.5,0.0,272.35,0.0,163.79,0.0,
293.55,0.0,272.39,0.0,163.81,0.0,
293.6,0.0,272.44,0.0,163.83,0.0,
293.65,0.0,272.49,0.0,163.86,0.0,
293.7,0.0,272.53,0.0,163.9,0.0,
293.75,0.0,272.58,0.0,163.93,0.0,
293.8,0.0,272.62,0.0,163.97,0.0,
293.8,0.0,272.67,0.0,164.0,0.0,
293.85,0.0,272.72,0.0,164.04,0.0,
293.9,0.0,272.77,0.0,164.06,0.0,
293.95,0.0,272.8,0.0,164.11,0.0,
294.0,0.0,272.84,0.0,164.15,0.0,
294.05,0.0,272.89,0.0,164.17,0.0,
294.1,0.0,272.94,0.0,164.22,0.0,
294.15,0.0,272.98,0.0,164.26,0.0,
294.2,0.0,273.03,0.0,164.31,0.0,
294.25,0.0,273.07,0.0,164.33,0.0,
294.25,0.0,273.12,0.0,164.35,0.0,
294.3,0.0,273.17,0.0,164.37,0.0,
294.35,0.0,273.22,0.0,164.41,0.0,
294.4,0.0,273.25,0.0,164.42,0.0,
294.45,0.0,273.29,0.0,164.46,0.0,
294.5,0.0,273.34,0.0,164.48,0.0,
294.55,0.0,273.39,0.0,164.51,0.0,
294.6,0.0,273.43,0.0,164.53,0.0,
294.65,0.0,273.48,0.0,164.57,0.0,
294.7,0.0,273.52,0.0,164.6,0.0,
294.7,0.0,273.57,0.0,164.64,0.0,
294.75,0.0,273.62,0.0,164.67,0.0,
294.8,0.0,273.67,0.0,164.69,0.0,
294.85,0.0,273.7,0.0,164.71,0.0,
294.9,0.0,273.75,0.0,164.75,0.0,
294.95,0.0,273.8,0.0,164.77,0.0,
295.0,0.0,273.85,0.0,164.8,0.0,
295.05,0.0,273.89,0.0,164.81,0.0,
295.1,0.0,273.94,0.0,164.84,0.0,
295.15,0.0,273.98,0.0,164.87,0.0,
295.15,0.0,274.03,0.0,164.89,0.0,
295.2,0.0,274.08,0.0,164.92,0.0,
295.25,0.0,274.13,0.0,164.95,0.0,
295.3,0.0,274.15,0.0,164.96,0.0,
295.35,0.0,274.2,0.0,164.99,0.0,
295.4,0.0,274.25,0.0,165.01,0.0,
295.45,0.0,274.3,0.0,165.04,0.0,
295.5,0.0,274.34,0.0,165.05,0.0,
295.55,0.0,274.39,0.0,165.08,0.0,
295.6,0.0,274.43,0.0,165.08,0.0,
295.6,0.0,274.48,0.0,165.1,0.0,
295.65,0.0,274.53,0.0,165.11,0.0,
295.7,0.0,274.58,0.0,165.14,0.0,
295.75,0.0,274.6,0.0,165.18,0.0,
295.8,0.0,274.65,0.0,165.2,0.0,
295.85,0.0,274.7,0.0,165.22,0.0,
295.9,0.0,274.75,0.0,165.24,0.0,
295.95,0.0,274.79,0.0,165.25,0.0,
296.0,0.0,274.83,0.0,165.27,0.0,
296.05,0.0,274.86,0.0,165.3,0.0,
296.05,0.0,274.9,0.0,165.31,0.0,
296.1,0.0,274.94,0.0,165.32,0.0,
296.15,0.0,274.98,0.0,165.33,0.0,
296.2,0.0,274.99,0.0,165.36,0.0,
296.25,0.0,275.02,0.0,165.38,0.0,
296.3,0.0,275.05,0.0,165.41,0.0,
296.35,0.0,275.08,0.0,165.42,0.0,
296.4,0.0,275.11,0.0,165.42,0.0,
296.45,0.0,275.14,0.0,165.45,0.0,
296.5,0.0,275.16,0.0,165.45,0.0,
296.5,0.0,275.2,0.0,165.46,0.0,
296.55,0.0,275.24,0.0,165.48,0.0,
296.6,0.0,275.28,0.0,165.51,0.0,
296.65,0.0,275.31,0.0,165.53,0.0,
296.7,0.0,275.35,0.0,165.55,0.0,
296.75,0.0,275.39,0.0,165.55,0.0,
296.8,0.0,275.43,0.0,165.57,0.0,
296.85,0.0,275.47,0.0,165.58,0.0,
296.9,0.0,275.51,0.0,165.61,0.0,
296.95,0.0,275.53,0.0,165.63,0.0,
296.95,0.0,275.56,0.0,165.63,0.0,
297.0,0.0,275.59,0.0,165.66,0.0,
297.05,0.0,275.61,0.0,165.68,0.0,
297.1,0.0,275.63,0.0,165.68,0.0,
297.15,0.0,275.66,0.0,165.71,0.0,
297.2,0.0,275.69,0.0,165.73,0.0,
297.25,0.0,275.72,0.0,165.76,0.0,
297.3,0.0,275.76,0.0,165.79,0.0,
297.35,0.0,275.8,0.0,165.84,0.0,
297.4,0.0,275.83,0.0,165.86,0.0,
297.4,0.0,275.86,0.0,165.88,0.0,
297.45,0.0,275.9,0.0,165.92,0.0,
297.5,0.0,275.93,0.0,165.97,0.0,
297.55,0.0,275.96,0.0,165.99,0.0,
297.6,0.0,275.99,0.0,166.0,0.0,
297.65,0.0,276.02,0.0,166.03,0.0,
297.7,0.0,276.05,0.0,166.07,0.0,
297.75,0.0,276.08,0.0,166.07,0.0,
297.8,0.0,276.11,0.0,166.1,0.0,
297.85,0.0,276.14,0.0,166.11,0.0,
297.85,0.0,276.16,0.0,166.15,0.0,
297.9,0.0,276.19,0.0,166.17,0.0,
297.95,0.0,276.21,0.0,166.2,0.0,
298.0,0.0,276.24,0.0,166.23,0.0,
298.05,0.0,276.27,0.0,166.26,0.0,
298.1,0.0,276.29,0.0,166.3,0.0,
298.15,0.0,276.32,0.0,166.32,0.0,
298.2,0.0,276.35,0.0,166.33,0.0,
298.25,0.0,276.38,0.0,166.34,0.0,
298.3,0.0,276.41,0.0,166.35,0.0,
298.3,0.0,276.43,0.0,166.39,0.0,
298.35,0.0,276.46,0.0,166.42,0.0,
298.4,0.0,276.49,0.0,166.45,0.0,
298.45,0.0,276.52,0.0,166.46,0.0,
298.5,0.0,276.55,0.0,166.49,0.0,
298.55,0.0,276.57,0.0,166.5,0.0,
298.6,0.0,276.6,0.0,166.54,0.0,
298.65,0.0,276.63,0.0,166.57,0.0,
298.7,0.0,276.66,0.0,166.59,0.0,
298.75,0.0,276.69,0.0,166.62,0.0,
298.75,0.0,276.71,0.0,166.65,0.0,
298.8,0.0,276.73,0.0,166.68,0.0,
298.85,0.0,276.76,0.0,166.71,0.0,
298.9,0.0,276.79,0.0,166.73,0.0,
298.95,0.0,276.82,0.0,166.74,0.0,
299.0,0.0,276.84,0.0,166.77,0.0,
299.05,0.0,276.88,0.0,166.79,0.0,
299.1,0.0,276.92,0.0,166.83,0.0,
299.15,0.0,276.96,0.0,166.87,0.0,
299.2,0.0,277.0,0.0,166.9,0.0,
299.2,0.0,277.03,0.0,166.92,0.0,
299.25,0.0,277.06,0.0,166.95,0.0,
299.3,0.0,277.1,0.0,166.99,0.0,
299.35,0.0,277.14,0.0,167.01,0.0,
299.4,0.0,277.18,0.0,167.03,0.0,
299.45,0.0,277.2,0.0,167.05,0.0,
299.5,0.0,277.24,0.0,167.06,0.0,
299.55,0.0,277.28,0.0,167.1,0.0,
299.6,0.0,277.33,0.0,167.11,0.0,
299.65,0.0,277.38,0.0,167.15,0.0,
299.65,0.0,277.42,0.0,167.18,0.0,
299.7,0.0,277.47,0.0,167.19,0.0,
299.75,0.0,277.52,0.0,167.22,0.0,
299.8,0.0,277.57,0.0,167.26,0.0,
299.85,0.0,277.62,0.0,167.29,0.0,
299.9,0.0,277.65,0.0,167.32,0.0,
299.95,0.0,277.69,0.0,167.33,0.0,
300.0,0.0,277.72,0.0,167.36,0.0,
300.05,0.0,277.76,0.0,167.4,0.0,
300.1,0.0,277.8,0.0,167.4,0.0,
300.1,0.0,277.82,0.0,167.42,0.0,
300.15,0.0,277.86,0.0,167.45,0.0,
300.2,0.0,277.9,0.0,167.47,0.0,
300.25,0.0,277.94,0.0,167.5,0.0,
300.3,0.0,277.98,0.0,167.54,0.0,
300.35,0.0,278.01,0.0,167.56,0.0,
300.4,0.0,278.05,0.0,167.59,0.0,
300.45,0.0,278.08,0.0,167.62,0.0,
300.5,0.0,278.12,0.0,167.63,0.0,
300.55,0.0,278.17,0.0,167.67,0.0,
300.55,0.0,278.2,0.0,167.71,0.0,
300.6,0.0,278.25,0.0,167.73,0.0,
300.65,0.0,278.3,0.0,167.75,0.0,
300.7,0.0,278.35,0.0,167.76,0.0,
300.75,0.0,278.4,0.0,167.78,0.0,
300.8,0.0,278.44,0.0,167.79,0.0,
300.85,0.0,278.49,0.0,167.8,0.0,
300.9,0.0,278.53,0.0,167.82,0.0,
